Tag No,Old No,T1,T2,X,Y,Family,genus,species,Old Tree Notes,"D 2013.1","POM 2013.1","F1 2013.1","F2 2013.1","Height 2013.1","F5 2013.1","F3 2013.1","F4 2013.1","LI 2013.1","CI 2013.1","Census Notes 2013.1","D 2014.2","POM 2014.2",F1,F2,"Height 2014.2",F5,F3,F4,"LI 2014.2","CI 2014.2",Tree ID,"D 2015.1","POM 2015.1",F1,F2,"Height 2015.1",F5,F3,F4,"LI 2015.1","CI 2015.1",Census Notes,Tree ID,New Tag No
544,,16,,,,Clethraceae,Clethra,cuneata,,121,1300,a,1,6,4,0,0,0,1,,125,1300,c,1,,,0,0,,,1105926,128,1300,c,1,8000,,0,0,0,3b,,1105926,
545,,16,,,,Clethraceae,Clethra,cuneata,,108,1300,a,1,5,4,0,0,0,1,,115,1300,c,1,,,0,0,,,1105927,120,1300,c,1,6000,,0,0,1,3b,,1105927,
546,,16,,,,Clethraceae,Clethra,cuneata,,262,1300,a,1,9,4,0,0,0,1,,265,1300,a,1,,,0,0,,,1105928,266,1300,a,1,10000,,0,0,0,3b,,1105928,
547,,16,,,,Cunoniaceae,Weinmannia,fagaroides,,290,1300,a,1,8,4,0,0,0,1,,313,1300,a,1,,,0,0,,,1105929,292,1300,c,1,11000,,0,0,0,4,,1105929,
548,,16,,,,Clethraceae,Clethra,cuneata,,130,1300,a,1,10,4,0,0,0,1,,130,1300,a,1,,,0,0,,,1105930,302,1300,e,1,11000,,0,0,0,4,,1105930,
549,,16,,,,Clethraceae,Clethra,cuneata,,170,1300,a,1,8,4,0,0,0,1,,207,1300,c,1,,,0,0,,,1105931,175,1300,c,1,9000,,0,0,0,4,,1105931,
550,,17,,,,Melastomataceae,Miconia,setulosa,,129,1300,a,1,5,4,0,0,0,1,,137,1300,ch,1,,,0,0,,,1105932,136,1300,ch,1,6000,,0,0,1,3b,,1105932,
551,,17,550,,,Melastomataceae,Miconia,setulosa,,101,1300,a,1,5,4,0,0,0,1,,108,1300,ch,1,,,0,0,,,1105933,112,1300,ch,1,5000,,0,0,2,3a,,1105933,
552,,17,,,,Lauraceae,Persea,ruizii,,114,1300,a,1,6,4,0,0,0,1,,118,1300,a,1,,,0,0,,,1105934,123,1300,cm,1,6000,,0,0,2,3a,,1105934,
553,,17,,,,Clethraceae,Clethra,cuneata,,594,1300,a,1,15,4,0,0,0,1,,607,1300,a,1,,,0,0,,,1105935,610,1300,e,1,13000,,0,0,0,5,,1105935,
554,,17,,,,Symplocaceae,Symplocos,psiloclada,,179,1300,a,1,6,4,0,0,0,1,,181,1300,ah,1,,,0,0,,,1105936,182,1300,c,1,8000,,0,0,0,2b,,1105936,
555,,17,,,,Lauraceae,Persea,ruizii,,167,1300,a,1,7,4,0,0,0,1,,165,1300,ah,1,,,0,0,,,1105937,167,1300,c,1,7000,,0,0,1,3a,,1105937,
556,,17,554,,,Symplocaceae,Symplocos,psiloclada,,131,1300,a,1,6,4,0,0,0,1,,133,1300,ah,1,,,0,0,,,1105938,133,1300,a,1,8000,,0,0,2,3a,,1105938,
557,,17,,,,Cunoniaceae,Weinmannia,fagaroides,,233,1300,a,1,9,4,0,0,0,1,,225,1300,d,1,,,0,0,,,1105939,232,1300,dei,1,10000,,0,0,0,2c,,1105939,
558,,17,,,,Cunoniaceae,Weinmannia,fagaroides,,207,1300,a,1,8,4,0,0,0,1,,187,1300,d,1,,,0,0,,,1105940,193,1300,dei,1,7000,,0,0,0,1,,1105940,
559,,17,,,,Cunoniaceae,Weinmannia,fagaroides,,156,1300,a,1,6,4,0,0,0,1,,166,1300,a,1,,,0,0,,,1105941,157,1300,c,1,7000,,0,0,1,3b,,1105941,
560,,17,,,,Clethraceae,Clethra,cuneata,,255,1300,a,1,15,4,0,0,0,1,,267,1300,a,1,,,0,0,,,1105942,261,1300,a,1,11000,,0,0,1,4,,1105942,
561,,17,,,,Clethraceae,Clethra,cuneata,,175,1300,a,1,11,4,0,0,0,1,,277,1300,a,1,,,0,0,,,1105943,178,1300,a,1,11000,,0,0,0,3b,,1105943,
562,,17,,,,Cunoniaceae,Weinmannia,fagaroides,,302,1300,a,1,10,4,0,0,0,1,,310,1300,c,1,,,0,0,,,1105944,304,1300,c,1,11000,,0,0,0,3b,,1105944,
563,,17,,,,Cunoniaceae,Weinmannia,fagaroides,,397,1300,a,1,11,4,0,0,0,1,,416,1300,c,1,,,0,0,,,1105945,424,1300,c,1,12000,,0,0,0,3b,,1105945,
564,,17,,,,Clethraceae,Clethra,cuneata,,181,1300,a,1,7,4,0,0,0,1,,165,1300,c,1,,,0,0,,,1105946,182,1300,a,1,10000,,0,0,2,3a,,1105946,
565,,17,,,,Clethraceae,Clethra,cuneata,,271,1300,a,1,11,4,0,0,0,1,,233,1300,c,1,,,0,0,,,1105947,276,1300,c,1,12000,,0,0,0,3b,,1105947,
566,,17,,,,Symplocaceae,Symplocos,baehnii,,268,1300,a,1,6,4,0,0,0,1,,216,1300,c,1,,,0,0,,,1105948,262,1300,bgi,1,7000,,0,0,0,2c,"b=5  g por la mitad, sin placa",1105948,
567,,17,,,,Melastomataceae,Miconia,indet,,100,1300,a,1,10,4,0,0,0,1,,102,1300,c,1,,,0,0,,,1105949,99,1300,z,1,4000,,0,0,0,1,,1105949,
568,,17,,,,Cunoniaceae,Weinmannia,fagaroides,,156,1300,a,1,12,4,0,0,0,1,,167,1300,ah,1,,,0,0,,,1105950,159,1300,a,1,10000,,0,0,0,3b,,1105950,
569,,17,568,,,Cunoniaceae,Weinmannia,fagaroides,,214,1300,a,1,12,4,0,0,0,1,,215,1300,ah,1,,,0,0,,,1105951,218,1300,ch,1,11000,,0,0,0,3a,,1105951,
570,,17,,,,Clethraceae,Clethra,cuneata,,167,1300,a,1,10,4,0,0,0,1,,170,1300,a,1,,,0,0,,,1105952,172,1300,a,1,11000,,0,0,0,3b,,1105952,
571,,17,,,,Clethraceae,Clethra,cuneata,,133,1300,a,1,13,4,0,0,0,1,,137,1300,c,1,,,0,0,,,1105953,134,1300,c,1,10000,,0,0,0,2c,,1105953,
572,,17,,,,Melastomataceae,Miconia,indet,,101,1300,a,1,6,4,0,0,0,1,,102,1300,c,1,,,0,0,,,1105954,105,1300,c,1,7000,,0,0,0,2a,,1105954,
573,,17,,,,Symplocaceae,Symplocos,quitensis,,151,1300,a,1,11,4,0,0,0,1,,153,1300,c,1,,,0,0,,,1105955,153,1300,c,1,10000,,0,0,1,2c,,1105955,
574,,17,,,,Symplocaceae,Symplocos,quitensis,,198,1300,a,1,10,4,0,0,0,1,,202,1300,a,1,,,0,0,,,1105956,201,1300,a,1,11000,,0,0,1,3b,,1105956,
575,,17,,,,Symplocaceae,Symplocos,quitensis,,138,1300,a,1,7,4,0,0,0,1,,137,1300,c,1,,,0,0,,,1105957,137,1300,a,1,9000,,0,0,2,3b,,1105957,
576,,17,,,,Melastomataceae,Miconia,setulosa,,283,1300,a,1,9,4,0,0,0,1,,286,1300,a,1,,,0,0,,,1105958,280,1300,a,1,9000,,0,0,1,3a,,1105958,
577,,17,,,,Clethraceae,Clethra,indet,,182,1300,a,1,12,4,0,0,0,1,,189,1300,a,1,,,0,0,,,1105959,197,1300,a,1,10000,,0,0,1,3a,,1105959,
578,,17,,,,Clethraceae,Clethra,cuneata,,300,1300,a,1,10,4,0,0,0,1,,305,1300,a,1,,,0,0,,,1105960,309,1300,c,1,11000,,0,0,1,3b,,1105960,
579,,17,,,,Cunoniaceae,Weinmannia,fagaroides,,297,1300,a,1,12,4,0,0,0,1,,301,1300,a,1,,,0,0,,,1105961,301,1300,a,1,12000,,0,0,1,4,,1105961,
580,,17,,,,Clethraceae,Clethra,cuneata,,260,1300,a,1,10,4,0,0,0,1,,265,1300,a,1,,,0,0,,,1105962,246,1300,cm,1,11000,,0,0,1,3b,,1105962,
581,,17,,,,Clethraceae,Clethra,cuneata,,326,1300,a,1,13,4,0,0,0,1,,345,1300,a,1,,,0,0,,,1105963,332,1300,a,1,13000,,0,0,0,4,,1105963,
582,,17,,,,Melastomataceae,Miconia,indet,,199,1300,a,1,11,4,0,0,0,1,,204,1300,c,1,,,0,0,,,1105964,207,1300,c,1,9000,,0,0,1,3b,,1105964,
583,,17,,,,Melastomataceae,Miconia,setulosa,,240,1300,a,1,6,4,0,0,0,1,,250,1300,ah,1,,,0,0,,,1105965,240,1300,ah,1,7000,,0,0,0,3a,,1105965,
584,,17,583,,,Melastomataceae,Miconia,setulosa,,219,1300,a,1,6,4,0,0,0,1,,220,1300,ch,1,,,0,0,,,1105966,222,1300,ch,1,9000,,0,0,0,2b,,1105966,
585,,17,583,,,Melastomataceae,Miconia,setulosa,,137,1300,a,1,6,4,0,0,0,1,,156,1300,ah,1,,,0,0,,,1105967,146,1300,ah,1,7000,,0,0,0,2a,,1105967,
586,,17,,,,Clethraceae,Clethra,cuneata,,160,1300,a,1,12,4,0,0,0,1,,166,1300,ah,1,,,0,0,,,1105968,166,1300,a,1,10000,,0,0,0,4,,1105968,
587,,17,586,,,Clethraceae,Clethra,cuneata,,199,1300,a,1,13,4,0,0,0,1,,201,1300,ah,1,,,0,0,,,1105969,205,1300,a,1,12000,,0,0,0,4,,1105969,
588,,17,,,,Melastomataceae,Miconia,setulosa,,153,1300,a,1,8.5,4,0,0,0,1,,152,1300,a,1,,,0,0,,,1105970,15.5,1300,a,1,9000,,0,0,0,3a,,1105970,
589,,17,,,,Clethraceae,Clethra,cuneata,,173,1300,a,1,8,4,0,0,0,1,,177,1300,a,1,,,0,0,,,1105971,18.1,1300,a,1,8000,,0,0,0,2c,,1105971,
590,,17,,,,Symplocaceae,Symplocos,quitensis,,208,1300,a,1,10,4,0,0,0,1,,209,1300,c,1,,,0,0,,,1105972,209,1300,c,1,11000,,0,0,1,2b,,1105972,
591,,17,,,,Clethraceae,Clethra,cuneata,,164,1300,a,1,11,4,0,0,0,1,,168,1300,c,1,,,0,0,,,1105973,173,1300,c,1,9000,,0,0,0,4,,1105973,
592,,17,,,,Clethraceae,Clethra,cuneata,,229,1300,a,1,8,4,0,0,0,1,,250,1300,a,1,,,0,0,,,1105974,249,1300,c,1,9000,,0,0,0,2b,,1105974,
593,,17,592,,,Clethraceae,Clethra,cuneata,,126,1300,a,1,6,4,0,0,0,1,,127,1300,ch,1,,,0,0,,,1105975,138,1300,c,1,5000,,0,0,0,2a,,1105975,
594,,17,,,,Cunoniaceae,Weinmannia,fagaroides,,240,1300,a,1,10,4,0,0,0,1,,241,1300,c,1,,,0,0,,,1105976,246,1300,cm,1,10000,,0,0,2,3a,,1105976,
595,,17,,,,Cunoniaceae,Weinmannia,fagaroides,,260,1300,a,1,10,4,0,0,0,1,,264,1300,a,1,,,0,0,,,1105977,264,1300,a,1,10000,,0,0,0,3b,,1105977,
596,,17,,,,Symplocaceae,Symplocos,quitensis,,117,1300,a,1,5,4,0,0,0,1,,119,1300,a,1,,,0,0,,,1105978,122,1300,a,1,8000,,0,0,1,2c,,1105978,
597,,17,,,,Symplocaceae,Symplocos,baehnii,,105,1300,a,1,4,4,0,0,0,1,,115,1300,c,1,,,0,0,,,1105979,105,1300,biz,1,4000,,0,0,0,2b,b=3,1105979,
598,,17,,,,Melastomataceae,Miconia,setulosa,,128,1300,a,1,7,4,0,0,0,1,,135,1300,c,1,,,0,0,,,1105980,137,1300,c,1,7000,,0,0,0,2c,,1105980,
599,,17,,,,Melastomataceae,Miconia,setulosa,,290,1300,a,1,9,4,0,0,0,1,,303,1300,c,1,,,0,0,,,1105981,315,1300,cm,1,9000,,0,0,0,2a,,1105981,
600,,17,,,,Clethraceae,Clethra,cuneata,,427,1300,a,1,15,4,0,0,0,1,,435,1300,c,1,,,0,0,,,1105982,425,1300,c,1,12000,,0,0,0,4,,1105982,
601,,18,,,,Clethraceae,Clethra,cuneata,,395,1300,a,1,12,4,0,0,0,1,,400,1300,c,1,,,0,0,,,1105983,402,1300,c,1,12000,,0,0,0,4,,1105983,
602,,18,,,,Melastomataceae,Miconia,setulosa,,332,1300,a,1,7,4,0,0,0,1,,326,1300,ch,1,,,0,0,,,1105984,330,1300,ch,1,11000,,0,0,0,4,,1105984,
603,,18,602,,,Melastomataceae,Miconia,setulosa,,274,1300,a,1,6,4,0,0,0,1,,275,1300,ah,1,,,0,0,,,1105985,278,1300,ch,1,8000,,0,0,0,3a,,1105985,
604,,18,602,,,Melastomataceae,Miconia,setulosa,,142,1300,a,1,6.5,4,0,0,0,1,,160,1300,ah,1,,,0,0,,,1105986,164,1300,ah,1,7000,,0,0,0,2c,,1105986,
605,,18,,,,Symplocaceae,Symplocos,quitensis,,121,1300,a,1,7,4,0,0,0,1,,125,1300,ah,1,,,0,0,,,1105987,127,1300,ah,1,6000,,0,0,1,2a,,1105987,
606,,18,605,,,Symplocaceae,Symplocos,quitensis,,135,1300,a,1,8,4,0,0,0,1,,135,1300,ch,1,,,0,0,,,1105988,139,1300,ch,1,7000,,0,0,1,3a,,1105988,
607,,18,,,,Lauraceae,Persea,ruizii,,172,1300,a,1,10,4,0,0,0,1,,173,1300,c,1,,,0,0,,,1105989,173,1300,c,1,9000,,0,0,1,2a,,1105989,
608,,18,,,,Cunoniaceae,Weinmannia,fagaroides,,321,1300,a,1,10,4,0,0,0,1,,326,1300,c,1,,,0,0,,,1105990,328,1300,c,1,9000,,0,0,1,2c,,1105990,
609,,18,,,,Cunoniaceae,Weinmannia,fagaroides,,377,1300,a,1,11,4,0,0,0,1,,387,1300,c,1,,,0,0,,,1105991,379,1300,c,1,11000,,0,0,0,4,,1105991,
610,,18,,,,Melastomataceae,Miconia,indet,,113,1300,a,1,8,4,0,0,0,1,,117,1300,a,1,,,0,0,,,1105992,119,1300,c,1,6000,,0,0,0,1,,1105992,
611,,18,,,,Melastomataceae,Miconia,indet,,145,1300,a,1,8,4,0,0,0,1,,154,1300,a,1,,,0,0,,,1105993,162,1300,a,1,7000,,0,0,0,2a,,1105993,
612,,18,,,,Clethraceae,Clethra,cuneata,,247,1300,a,1,12,4,0,0,0,1,,251,1300,c,1,,,0,0,,,1105994,252,1300,c,1,12000,,0,0,0,2c,,1105994,
613,,18,,,,Symplocaceae,Symplocos,quitensis,,227,1300,a,1,10,4,0,0,0,1,,233,1300,c,1,,,0,0,,,1105995,236,1300,c,1,11000,,0,0,1,4,,1105995,
613.1,,,,,,Hedyosmum,sp,,,,,,,,,,,,,,,,,,,,,,,,,123,1300,cn,1,5000,,0,0,0,2b,recluta,,
614,,18,,,,Symplocaceae,Symplocos,quitensis,,169,1300,a,1,9,4,0,0,0,1,,171,1300,c,1,,,0,0,,,1105996,169,1300,c,1,10000,,0,0,0,3b,,1105996,
615,,18,,,,Rosaceae,Prunus,huantensis,,242,1300,a,1,12,4,0,0,0,1,,247,1300,a,1,,,0,0,,,1105997,250,1300,c,1,11000,,0,0,1,3b,,1105997,
616,,18,,,,Chloranthaceae,Hedyosmum,indet,,154,1300,a,1,8,4,0,0,0,1,,153,1300,c,1,,,0,0,,,1105998,154,1300,c,1,9000,,0,0,0,2c,,1105998,
617,,18,,,,Melastomataceae,Miconia,indet,,383,1300,a,1,14.5,4,0,0,0,1,,385,1300,a,1,,,0,0,,,1105999,387,1300,a,1,12000,,0,0,0,3b,,1105999,
617.1,,18,,,,Hedyosmumm,sp,,,,,,,,,,,,,,,,,,,,,,,,,113,1300,cn,1,5000,,0,0,0,3a,,,
618,,18,,,,Clethraceae,Clethra,cuneata,,496,1300,a,1,16,4,0,0,0,1,,504,1300,a,1,,,0,0,,,1106000,506,1300,c,1,14000,,0,0,1,5,,1106000,
619,,18,,,,Asteraceae,Pentacalia,indet,,114,1300,a,1,15,4,0,0,0,1,,123,1300,a,1,,,0,0,,,1106001,,1300,c,1,,,0,0,,,120(v) 139 (m) 134(h),1106001,
620,,18,,,,Symplocaceae,Symplocos,quitensis,,296,1300,a,1,12,4,0,0,0,1,,303,1300,a,1,,,0,0,,,1106002,305,1300,cm,1,9000,,0,0,3,2a,derrumbe,1106002,
621,,18,,,,Symplocaceae,Symplocos,quitensis,,146,1300,a,1,8,4,0,0,0,1,,165,1300,a,1,,,0,0,,,1106003,149,1300,c,1,8000,,0,0,1,3b,,1106003,
622,,18,,,,Melastomataceae,Miconia,alpina,,332,1300,a,1,13,4,0,0,0,1,,334,1300,d,1,,,0,0,,,1106004,336,1300,di,1,10000,,0,0,0,3b,derrumbe,1106004,
623,,18,,,,Melastomataceae,Miconia,indet,,108,1300,a,1,6,4,0,0,0,1,,0,1300,0,mru,,,0,0,,,1106005,0,1300,0,mru,0,,0,0,,,,1106005,
624,,18,,,,Melastomataceae,Miconia,indet,,105,1300,a,1,5,4,0,0,0,1,,0,1300,0,cru,,,0,0,,,1106006,0,1300,0,cru,0,,0,0,,,,1106006,
625,,18,,,,Symplocaceae,Symplocos,quitensis,,216,1300,a,1,9,4,0,0,0,1,,0,1300,0,mqu,,,0,0,,,1106007,0,1300,0,mqu,0,,0,0,,,,1106007,
626,,18,,,,Symplocaceae,Symplocos,quitensis,,155,1300,a,1,5,4,0,0,0,1,,0,1300,0,mqu,,,0,0,,,1106008,0,1300,0,mqu,0,,0,0,,,,1106008,
627,,18,,,,Chloranthaceae,Hedyosmum,indet,,170,1300,a,1,8,4,0,0,0,1,,185,1300,c,1,,,0,0,,,1106009,187,1300,c,1,10000,,0,0,0,2c,derrumbe,1106009,
628,,18,,,,Symplocaceae,Symplocos,quitensis,,274,1300,a,1,12,4,0,0,0,1,,0,1300,0,mqu,,,0,0,,,1106010,0,1300,0,mqu,0,,0,0,,,,1106010,
629,,18,,,,Symplocaceae,Symplocos,quitensis,,155,1300,a,1,8,4,0,0,0,1,,0,1300,0,mqu,,,0,0,,,1106011,0,1300,0,mqu,0,,0,0,,,,1106011,
630,,18,,,,Melastomataceae,Miconia,alpina,,362,1300,a,1,15,4,0,0,0,1,,0,1300,0,mqu,,,0,0,,,1106012,0,1300,0,mqu,0,,0,0,,,,1106012,
631,,18,,,,Cunoniaceae,Weinmannia,fagaroides,,128,1300,a,1,7,4,0,0,0,1,,0,1300,0,cru,,,0,0,,,1106013,0,1300,0,cru,0,,0,0,,,,1106013,
632,,18,,,,Clethraceae,Clethra,cuneata,,453,1300,a,1,13,4,0,0,0,1,,467,1300,a,1,,,0,0,,,1106014,475,1300,a,1,13000,,0,0,0,5,,1106014,
633,,18,,,,Symplocaceae,Symplocos,quitensis,,230,1300,a,1,8.5,4,0,0,0,1,,235,1300,a,1,,,0,0,,,1106015,238,1300,c,1,11000,,0,0,0,3b,,1106015,
634,,18,,,,Symplocaceae,Symplocos,baehnii,,272,1300,a,1,10,4,0,0,0,1,,278,1300,c,1,,,0,0,,,1106016,279,1300,cm,1,10000,,0,0,2,3b,desenraizado vivo,1106016,
635,,18,,,,Chloranthaceae,Hedyosmum,indet,,377,1300,a,1,12,4,0,0,0,1,,0,1300,0,cru,,,0,0,,,1106017,0,1300,0,cru,0,,0,0,,,,1106017,
636,,18,,,,Chloranthaceae,Hedyosmum,indet,,561,1300,a,1,15,4,0,0,0,1,,0,1300,0,cru,,,0,0,,,1106018,0,1300,0,cru,0,,0,0,,,,1106018,
637,,18,,,,Chloranthaceae,Hedyosmum,indet,,309,1300,a,1,10,4,0,0,0,1,,313,1300,ch,1,,,0,0,,,1106019,314,1300,cb,1,8000,,0,0,2,3b,bc a 7000,1106019,
638,,18,637,,,Chloranthaceae,Hedyosmum,indet,,334,1300,a,1,10,4,0,0,0,1,,350,1300,ch,1,,,0,0,,,1106020,348,1300,cm,1,9000,,0,0,2,4,,1106020,
639,,18,,,,Melastomataceae,Miconia,indet,,168,1300,a,1,11,4,0,0,0,1,,173,1300,a,1,,,0,0,,,1106021,172,1300,m,1,8000,,0,0,2,3a,,1106021,
640,,18,,,,Melastomataceae,Miconia,alpina,,183,1300,a,1,7,4,0,0,0,1,,0,1300,0,cru,,,0,0,,,1106022,0,1300,0,cru,0,,0,0,,,,1106022,
641,,19,,,,Solanaceae,Sessea,dependens,,132,1300,a,1,11,4,0,0,0,1,,134,1300,c,1,,,0,0,,,1106023,136,1300,c,1,11000,,0,0,0,2b,,1106023,
642,,19,,,,Solanaceae,Sessea,dependens,,158,1300,a,1,12,4,0,0,0,1,,0,1300,0,mru,,,0,0,,,1106024,0,1300,0,mru,0,,0,0,,,,1106024,
643,,19,,,,Solanaceae,Sessea,dependens,,172,1300,a,1,9,4,0,0,0,1,,174,1300,a,1,,,0,0,,,1106025,174,1300,ciz,1,7000,,0,0,0,3a,,1106025,
644,,19,,,,Chloranthaceae,Hedyosmum,indet,,178,1300,a,1,8,4,0,0,0,1,,186,1300,a,1,,,0,0,,,1106026,191,1300,ah,1,7000,,0,0,1,2c,,1106026,
645,,19,,,,Chloranthaceae,Hedyosmum,indet,,340,1300,a,1,13,4,0,0,0,1,,342,1300,c,1,,,0,0,,,1106027,348,1300,ch,1,10000,,0,0,0,3b,,1106027,
646,,19,,,,Melastomataceae,Miconia,alpina,,380,1300,a,1,15,4,0,0,0,1,,386,1300,c,1,,,0,0,,,1106028,387,1300,c,1,10000,,0,0,0,3b,,1106028,
647,,19,,,,Symplocaceae,Symplocos,quitensis,,109,1300,a,1,10,4,0,0,0,1,,113,1300,a,1,,,0,0,,,1106029,115,1300,a,1,9000,,0,0,1,2c,,1106029,
648,,19,,,,Symplocaceae,Symplocos,baehnii,,110,1300,a,1,10,4,0,0,0,1,,110,1300,d,1,,,0,0,,,1106030,111,1300,d,1,7000,,0,0,0,2a,,1106030,
649,,19,,,,Chloranthaceae,Hedyosmum,indet,,470,1300,a,1,15,4,0,0,0,1,,540,1300,c,1,,,0,0,,,1106031,473,1300,c,1,9000,,0,0,0,4,,1106031,
650,,19,,,,Solanaceae,Sessea,dependens,,194,1300,a,1,15,4,0,0,0,1,,196,1300,c,1,,,0,0,,,1106032,197,1300,c,1,9000,,0,0,0,3b,,1106032,
651,,19,,,,Chloranthaceae,Hedyosmum,indet,,357,1300,a,1,12,4,0,0,0,1,,0,1300,0,kqu,,,0,0,,,1106033,0,1300,0,kqu,0,,0,0,,,,1106033,
652,,19,,,,Chloranthaceae,Hedyosmum,indet,,357,1300,a,1,15,4,0,0,0,1,,362,1300,a,1,,,0,0,,,1106034,366,1300,a,1,11000,,0,0,1,4,,1106034,
653,,19,,,,Solanaceae,Sessea,dependens,,130,1300,a,1,6,4,0,0,0,1,,111,1300,c,1,,,0,0,,,1106035,117,1300,c,1,7000,,0,0,0,3b,,1106035,
654,,19,,,,Solanaceae,Sessea,dependens,,130,1300,a,1,12,4,0,0,0,1,,135,1300,a,1,,,0,0,,,1106036,136,1300,a,1,9000,,0,0,0,3b,,1106036,
655,,19,,,,Solanaceae,Sessea,dependens,,128,1300,a,1,10,4,0,0,0,1,,129,1300,c,1,,,0,0,,,1106037,131,1300,c,1,8000,,0,0,1,2b,,1106037,
656,,19,,,,Chloranthaceae,Hedyosmum,indet,,184,1300,a,1,9,4,0,0,0,1,,200,1300,ch,1,,,0,0,,,1106038,200,1300,c,1,8000,,0,0,1,3a,,1106038,
657,,19,656,,,Chloranthaceae,Hedyosmum,indet,,144,1300,a,1,12,4,0,0,0,1,,160,1300,ch,1,,,0,0,,,1106039,162,1300,ch,1,9000,,0,0,0,2c,,1106039,
658,,19,,,,Symplocaceae,Symplocos,baehnii,,313,1300,a,1,14,4,0,0,0,1,,314,1300,c,1,,,0,0,,,1106040,325,1300,c,1,9000,,0,0,0,3a,,1106040,
659,,19,,,,Symplocaceae,Symplocos,quitensis,,288,1300,a,1,18,4,0,0,0,1,,291,1300,a,1,,,0,0,,,1106041,289,1300,a,1,10000,,0,0,1,3b,,1106041,
660,,19,,,,Symplocaceae,Symplocos,baehnii,,102,1300,a,1,8,4,0,0,0,1,,102,1300,a,1,,,0,0,,,1106042,104,1300,a,1,8000,,0,0,1,3b,,1106042,
661,,19,,,,Symplocaceae,Symplocos,baehnii,,242,1300,a,1,11,4,0,0,0,1,,214,1300,a,1,,,0,0,,,1106043,254,1300,a,1,9000,,0,0,0,2c,,1106043,
662,,19,,,,Symplocaceae,Symplocos,quitensis,,102,1300,a,1,8,4,0,0,0,1,,0,1300,0,kqu,,,0,0,,,1106044,106,1300,c,kqu,10000,,0,0,0,3b,,1106044,
663,,19,,,,Symplocaceae,Symplocos,quitensis,,218,1300,a,1,11,4,0,0,0,1,,220,1300,c,1,,,0,0,,,1106045,219,1300,c,1,10000,,0,0,1,3b,,1106045,
664,,19,,,,Symplocaceae,Symplocos,baehnii,,185,1300,a,1,12,4,0,0,0,1,,186,1300,c,1,,,0,0,,,1106046,187,1300,c,1,9000,,0,0,1,3b,,1106046,
665,,19,,,,Symplocaceae,Symplocos,baehnii,,117,1300,a,1,3.5,4,0,0,0,1,,119,1300,a,1,,,0,0,,,1106047,120,1300,c,1,5000,,0,0,0,3a,,1106047,
666,,19,,,,Melastomataceae,Miconia,indet,,147,1300,a,1,14,4,0,0,0,1,,149,1300,a,1,,,0,0,,,1106048,153,1300,m,1,8000,,0,0,3,2c,,1106048,
667,,19,,,,Symplocaceae,Symplocos,baehnii,,254,1300,a,1,5,4,0,0,0,1,,254,1300,a,1,,,0,0,,,1106049,253,1300,b,1,5000,,0,0,0,2b,b (5m),1106049,
668,,19,,,,Melastomataceae,Miconia,setulosa,,113,1300,a,1,8,4,0,0,0,1,,121,1300,ch,1,,,0,0,,,1106050,123,1300,c,1,9000,,0,0,0,2b,,1106050,
669,,19,668,,,Melastomataceae,Miconia,setulosa,,110,1300,a,1,9,4,0,0,0,1,,115,1300,ah,1,,,0,0,,,1106051,118,1300,a,1,6000,,0,0,0,2b,,1106051,
670,,19,668,,,Melastomataceae,Miconia,setulosa,,150,1300,a,1,10,4,0,0,0,1,,165,1300,ch,1,,,0,0,,,1106052,154,1300,c,1,5000,,0,0,0,2a,,1106052,
671,,19,668,,,Melastomataceae,Miconia,setulosa,,155,1300,a,1,10,4,0,0,0,1,,161,1300,ah,1,,,0,0,,,1106053,166,1300,a,1,8000,,0,0,0,3a,,1106053,
672,,20,,,,Symplocaceae,Symplocos,quitensis,,264,1300,a,1,14,4,0,0,0,1,,267,1300,ah,1,,,0,0,,,1106054,274,1300,ah,1,12000,,0,0,1,4,,1106054,
673,,20,672,,,Symplocaceae,Symplocos,quitensis,,230,1300,a,1,12,4,0,0,0,1,,289,1300,ch,1,,,0,0,,,1106055,230,1300,ch,1,11000,,0,0,0,3b,,1106055,
674,,20,,,,Symplocaceae,Symplocos,quitensis,,144,1300,a,1,14,4,0,0,0,1,,146,1300,a,1,,,0,0,,,1106056,150,1300,a,1,11000,,0,0,0,4,,1106056,
675,,20,,,,Symplocaceae,Symplocos,quitensis,,200,1300,a,1,15,4,0,0,0,1,,206,1300,a,1,,,0,0,,,1106057,206,1300,e,1,9000,,0,0,0,4,,1106057,
676,,20,,,,Symplocaceae,Symplocos,quitensis,,159,1300,a,1,10,4,0,0,0,1,,165,1300,a,1,,,0,0,,,1106058,167,1300,c,1,9000,,0,0,0,3a,,1106058,
677,,20,,,,Chloranthaceae,Hedyosmum,indet,,120,1300,a,1,6,4,0,0,0,1,,116,1300,c,1,,,0,0,,,1106059,116,1300,c,1,6000,,0,0,0,2b,,1106059,
678,,20,,,,Chloranthaceae,Hedyosmum,indet,,180,1300,a,1,9,4,0,0,0,1,,185,1300,c,1,,,0,0,,,1106060,191,1300,c,1,9000,,0,0,0,3a,,1106060,
679,,20,,,,Chloranthaceae,Hedyosmum,indet,,188,1300,a,1,10,4,0,0,0,1,,195,1300,c,1,,,0,0,,,1106061,198,1300,c,1,8000,,0,0,1,3a,,1106061,
680,,20,,,,Melastomataceae,Miconia,indet,,224,1300,a,1,15,4,0,0,0,1,,227,1300,a,1,,,0,0,,,1106062,230,1300,a,1,12000,,0,0,1,4,,1106062,
