,Tag.No,Old.No,T1,T2,X,Y,Family,genus,species,Old.Tree.Notes,D..2013.1,POM..2013.1,F1..2013.1,F2..2013.1,Height..2013.1,F5..2013.1,F3..2013.1,F4..2013.1,LI..2013.1,CI..2013.1,Census.Notes..2013.1,D..2014.2,POM..2014.2,F1,F2,Height..2014.2,F5,F3,F4,LI..2014.2,CI..2014.2,Tree.ID,D..2015.1,POM..2015.1,F1.1,F2.1,Height..2015.1,F5.1,F3.1,F4.1,LI..2015.1,CI..2015.1,Census.Notes,Tree.ID.1,New.Tag.No,D..2016.2,POM..2014.2.1,F1.2,F2.2,Height..2016.2,F5.2,F3.2,F4.2,LI..2014.2.1,CI..2014.2.1,D..2017.2,POM..2017.2,F1.3,F2.3,Height..2017.2,F5.3,F3.3,F4.3,LI..2014.2.2,CI..2014.2.2,tag,plot,DBH.1,DBH.2,DBH.3,DBH.4,DBH.5,DBH.1a,DBH.2a,DBH.3a,DBH.4a,DBH.5a,dbh_growth_yr,recruits,srink,missing,overgrown,value_replaced,,,
74,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,1.4,NA,0.59980802,0,NA,NA,NA,NA,NA,NA,12.1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12.1,1.4,NA,NA,-0.25,NA,NA,NA,NA,NA,12.0746697,NA,NA,NA,-0.25,NA,NA,NA,NA,NA,346,ACJ-01,12.1,12.1,12.1,12.1,12.0746697,1.21,1.21,1.21,1.21,1.20746697,-0.01200722,ok,ok,ok,ok,NA,0,0,0
75,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1.4,NA,0.574563977,2.52,NA,NA,NA,NA,NA,NA,19.25532938,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.25532938,NA,NA,NA,2.52,NA,NA,NA,NA,NA,NA,NA,NA,19.51065877,1.4,NA,NA,3.9,NA,NA,NA,NA,NA,19.90581138,NA,NA,NA,3.9,NA,NA,NA,NA,NA,349,ACJ-01,19,19.25532938,19.25532938,19.51065877,19.90581138,1.9,1.925532938,1.925532938,1.951065877,1.990581138,0.187312601,ok,ok,ok,ok,NA,0.002687678,0,0.002968946
76,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,1.4,NA,0.574563977,5,NA,NA,NA,NA,NA,NA,15.90660592,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.90660592,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,16.41321184,1.4,NA,NA,5.95,NA,NA,NA,NA,NA,17.01607288,NA,NA,NA,5.95,NA,NA,NA,NA,NA,365,ACJ-01,15.4,15.90660592,15.90660592,16.41321184,17.01607288,1.54,1.590660592,1.590660592,1.641321184,1.701607288,0.285771792,ok,ok,ok,ok,NA,0.005332694,0,0.005890767
77,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,1.4,NA,0.59980802,0,NA,NA,NA,NA,NA,NA,10.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10.4,1.4,NA,NA,1,NA,NA,NA,NA,NA,10.50132118,NA,NA,NA,1,NA,NA,NA,NA,NA,367,ACJ-01,10.4,10.4,10.4,10.4,10.50132118,1.04,1.04,1.04,1.04,1.050132118,0.048028871,ok,ok,ok,ok,NA,0,0,0
78,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,1.4,NA,0.59980802,9.4,NA,NA,NA,NA,NA,NA,20.55241913,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.55241913,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,21.50483825,1.4,NA,NA,11.15,NA,NA,NA,NA,NA,22.63456945,NA,NA,NA,11.15,NA,NA,NA,NA,NA,368,ACJ-01,19.6,20.55241913,20.55241913,21.50483825,22.63456945,1.96,2.055241913,2.055241913,2.150483825,2.263456945,0.535521932,ok,ok,ok,ok,NA,0.010025465,0,0.011074641
79,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,1.35,NA,0.574563977,2.5,NA,NA,NA,NA,NA,NA,19.55330296,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.55330296,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,19.80660592,1.35,NA,NA,3.45,NA,NA,NA,NA,NA,20.156164,NA,NA,NA,3.45,NA,NA,NA,NA,NA,370,ACJ-01,19.3,19.55330296,19.55330296,19.80660592,20.156164,1.93,1.955330296,1.955330296,1.980660592,2.0156164,0.165699609,ok,ok,ok,ok,NA,0.002666347,0,0.002945383
80,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1.4,NA,0.574563977,4,NA,NA,NA,NA,NA,NA,12.40528473,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.40528473,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,12.81056947,1.4,NA,NA,5.75,NA,NA,NA,NA,NA,13.39316628,NA,NA,NA,5.75,NA,NA,NA,NA,NA,371,ACJ-01,12,12.40528473,12.40528473,12.81056947,13.39316628,1.2,1.240528473,1.240528473,1.281056947,1.339316628,0.27616602,ok,ok,ok,ok,NA,0.004266155,0,0.004712613
81,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,1.4,NA,0.430781928,1.1,NA,NA,NA,NA,NA,NA,14.7114533,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7114533,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,14.8229066,1.4,NA,NA,1.35,NA,NA,NA,NA,NA,14.9596902,NA,NA,NA,1.35,NA,NA,NA,NA,NA,376,ACJ-01,14.6,14.7114533,14.7114533,14.8229066,14.9596902,1.46,1.47114533,1.47114533,1.48229066,1.49596902,0.064838979,ok,ok,ok,ok,NA,0.001173193,0,0.001295969
82,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,1.4,NA,0.574563977,0.91,NA,NA,NA,NA,NA,NA,22.29220228,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.29220228,NA,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,22.38440455,1.4,NA,NA,0.1,NA,NA,NA,NA,NA,22.39453667,NA,NA,NA,0.1,NA,NA,NA,NA,NA,378,ACJ-01,22.2,22.29220228,22.29220228,22.38440455,22.39453667,2.22,2.229220228,2.229220228,2.238440455,2.239453667,0.004802888,ok,ok,ok,ok,NA,0.00097055,0,0.001072119
83,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,1.4,NA,0.574563977,1.98,NA,NA,NA,NA,NA,NA,11.80061594,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.80061594,NA,NA,NA,1.98,NA,NA,NA,NA,NA,NA,NA,NA,12.00123189,1.4,NA,NA,2.3,NA,NA,NA,NA,NA,12.23427061,NA,NA,NA,2.3,NA,NA,NA,NA,NA,379,ACJ-01,11.6,11.80061594,11.80061594,12.00123189,12.23427061,1.16,1.180061594,1.180061594,1.200123189,1.223427061,0.110466406,ok,ok,ok,ok,NA,0.002111747,0,0.002332744
84,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1.4,NA,0.540014578,0.2,NA,NA,NA,NA,NA,NA,18.02026424,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.02026424,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,18.04052847,1.4,NA,NA,2.8,NA,NA,NA,NA,NA,18.32422779,NA,NA,NA,2.8,NA,NA,NA,NA,NA,380,ACJ-01,18,18.02026424,18.02026424,18.04052847,18.32422779,1.8,1.802026424,1.802026424,1.804052847,1.832422779,0.134480846,ok,ok,ok,ok,NA,0.000213308,0,0.000235631
85,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,1.35,NA,0.59980802,0.87,NA,NA,NA,NA,NA,NA,21.58814943,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.58814943,NA,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,21.67629886,1.35,NA,NA,3.15,NA,NA,NA,NA,NA,21.99546059,NA,NA,NA,3.15,NA,NA,NA,NA,NA,392,ACJ-01,21.5,21.58814943,21.58814943,21.67629886,21.99546059,2.15,2.158814943,2.158814943,2.167629886,2.199546059,0.15129095,ok,ok,ok,ok,NA,0.000927889,0,0.001024993
86,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,1.4,NA,0.540014578,0,NA,NA,NA,NA,NA,NA,30.8,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,30.8,1.4,NA,NA,3.75,NA,NA,NA,NA,NA,31.17995444,NA,NA,NA,3.75,NA,NA,NA,NA,NA,396,ACJ-01,30.8,30.8,30.8,30.8,31.17995444,3.08,3.08,3.08,3.08,3.117995444,0.180108274,ok,ok,ok,ok,NA,0,0,0
87,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1.35,NA,0.59980802,0,NA,NA,NA,NA,NA,NA,18,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,18,1.35,NA,NA,0,NA,NA,NA,NA,NA,18,NA,NA,NA,0,NA,NA,NA,NA,NA,399,ACJ-01,18,18,18,18,18,1.8,1.8,1.8,1.8,1.8,0,ok,ok,ok,ok,NA,0,0,0
88,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,1.4,NA,0.540014578,1.9,NA,NA,NA,NA,NA,NA,17.39251025,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.39251025,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,17.5850205,1.4,NA,NA,3.1,NA,NA,NA,NA,NA,17.89911617,NA,NA,NA,3.1,NA,NA,NA,NA,NA,400,ACJ-01,17.2,17.39251025,17.39251025,17.5850205,17.89911617,1.72,1.739251025,1.739251025,1.75850205,1.789911617,0.148889506,ok,ok,ok,ok,NA,0.002026424,0,0.002238491
89,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,1.45,NA,0.540014578,0,NA,NA,NA,NA,NA,NA,17.9,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,17.9,1.45,NA,NA,2.15,NA,NA,NA,NA,NA,18.11784054,NA,NA,NA,2.15,NA,NA,NA,NA,NA,402,ACJ-01,17.9,17.9,17.9,17.9,18.11784054,1.79,1.79,1.79,1.79,1.811784054,0.103262074,ok,ok,ok,ok,NA,0,0,0
90,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,1.4,NA,0.59980802,2.5,NA,NA,NA,NA,NA,NA,13.35330296,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.35330296,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,13.60660592,1.4,NA,NA,0.15,NA,NA,NA,NA,NA,13.6218041,NA,NA,NA,0.15,NA,NA,NA,NA,NA,417,ACJ-01,13.1,13.35330296,13.35330296,13.60660592,13.6218041,1.31,1.335330296,1.335330296,1.360660592,1.36218041,0.007204332,ok,ok,ok,ok,NA,0.002666347,0,0.002945383
91,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,1.4,NA,0.574563977,3.5,NA,NA,NA,NA,NA,NA,18.65462414,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.65462414,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,19.00924829,1.4,NA,NA,4.8,NA,NA,NA,NA,NA,19.49558997,NA,NA,NA,4.8,NA,NA,NA,NA,NA,418,ACJ-01,18.3,18.65462414,18.65462414,19.00924829,19.49558997,1.83,1.865462414,1.865462414,1.900924829,1.949558997,0.230538589,ok,ok,ok,ok,NA,0.003732886,0,0.004123537
92,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,1.4,NA,0.574563977,3.34,NA,NA,NA,NA,NA,NA,11.73841275,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.73841275,NA,NA,NA,3.34,NA,NA,NA,NA,NA,NA,NA,NA,12.07682551,1.4,NA,NA,4.75,NA,NA,NA,NA,NA,12.55810113,NA,NA,NA,4.75,NA,NA,NA,NA,NA,424,ACJ-01,11.4,11.73841275,11.73841275,12.07682551,12.55810113,1.14,1.173841275,1.173841275,1.207682551,1.255810113,0.228137145,ok,ok,ok,ok,NA,0.003562239,0,0.003935032
93,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,1.4,NA,0.574563977,4.2,NA,NA,NA,NA,NA,NA,14.92554897,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.92554897,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,15.35109794,1.4,NA,NA,7.1,NA,NA,NA,NA,NA,16.07047835,NA,NA,NA,7.1,NA,NA,NA,NA,NA,425,ACJ-01,14.5,14.92554897,14.92554897,15.35109794,16.07047835,1.45,1.492554897,1.492554897,1.535109794,1.607047835,0.341005,ok,ok,ok,ok,NA,0.004479463,0,0.004948244
94,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1.4,NA,0.574563977,2.6,NA,NA,NA,NA,NA,NA,19.26343508,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.26343508,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,19.52687015,1.4,NA,NA,3.5,NA,NA,NA,NA,NA,19.8814943,NA,NA,NA,3.5,NA,NA,NA,NA,NA,429,ACJ-01,19,19.26343508,19.26343508,19.52687015,19.8814943,1.9,1.926343508,1.926343508,1.952687015,1.98814943,0.168101058,ok,ok,ok,ok,NA,0.002773001,0,0.003063198
95,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,1.4,NA,0.574563977,0.91,NA,NA,NA,NA,NA,NA,12.49220228,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.49220228,NA,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,12.58440455,1.4,NA,NA,1.1,NA,NA,NA,NA,NA,12.69585786,NA,NA,NA,1.1,NA,NA,NA,NA,NA,430,ACJ-01,12.4,12.49220228,12.49220228,12.58440455,12.69585786,1.24,1.249220228,1.249220228,1.258440455,1.269585786,0.052831764,ok,ok,ok,ok,NA,0.00097055,0,0.001072119
96,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1.5,NA,0.540014578,0,NA,NA,NA,NA,NA,NA,15,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,1.5,NA,NA,0,NA,NA,NA,NA,NA,15,NA,NA,NA,0,NA,NA,NA,NA,NA,433,ACJ-01,15,15,15,15,15,1.5,1.5,1.5,1.5,1.5,0,ok,ok,ok,ok,NA,0,0,0
97,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,1.4,NA,0.59980802,2.16,NA,NA,NA,NA,NA,NA,13.31885376,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.31885376,NA,NA,NA,2.16,NA,NA,NA,NA,NA,NA,NA,NA,13.53770751,1.4,NA,NA,3.2,NA,NA,NA,NA,NA,13.8619353,NA,NA,NA,3.2,NA,NA,NA,NA,NA,419,ACJ-01,13.1,13.31885376,13.31885376,13.53770751,13.8619353,1.31,1.331885376,1.331885376,1.353770751,1.38619353,0.153692394,ok,ok,ok,ok,NA,0.002303724,0,0.002544811
98,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1.4,NA,0.59980802,5.32,NA,NA,NA,NA,NA,NA,26.5390287,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5390287,NA,NA,NA,5.32,NA,NA,NA,NA,NA,NA,NA,NA,27.07805739,1.4,NA,NA,13.4,NA,NA,NA,NA,NA,28.43576125,NA,NA,NA,13.4,NA,NA,NA,NA,NA,440,ACJ-01,26,26.5390287,26.5390287,27.07805739,28.43576125,2.6,2.65390287,2.65390287,2.707805739,2.843576125,0.643586895,ok,ok,ok,ok,NA,0.005673986,0,0.006267775
99,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,1.35,NA,0.59980802,13.5,NA,NA,NA,NA,NA,NA,18.86783598,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.86783598,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,20.23567196,1.35,NA,NA,17.8,NA,NA,NA,NA,NA,22.03918903,NA,NA,NA,17.8,NA,NA,NA,NA,NA,444,ACJ-01,17.5,18.86783598,18.86783598,20.23567196,22.03918903,1.75,1.886783598,1.886783598,2.023567196,2.203918903,0.854913936,ok,ok,ok,ok,NA,0.014398273,0,0.01590507
100,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1.4,NA,0.430781928,13.2,NA,NA,NA,NA,NA,NA,13.33743962,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.33743962,NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA,14.67487925,1.4,NA,NA,23.25,NA,NA,NA,NA,NA,17.03059677,NA,NA,NA,23.25,NA,NA,NA,NA,NA,445,ACJ-01,12,13.33743962,13.33743962,14.67487925,17.03059677,1.2,1.333743962,1.333743962,1.467487925,1.703059677,1.116671292,ok,ok,ok,ok,NA,0.014078312,0,0.015551624
101,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,1.4,NA,0.59980802,-2.11,NA,NA,NA,NA,NA,NA,31.2862123,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2862123,NA,NA,NA,-2.11,NA,NA,NA,NA,NA,NA,NA,NA,31.07242461,1.4,NA,NA,-1.65,NA,NA,NA,NA,NA,30.90524465,NA,NA,NA,-1.65,NA,NA,NA,NA,NA,446,ACJ-01,31.5,31.2862123,31.2862123,31.07242461,30.90524465,3.15,3.12862123,3.12862123,3.107242461,3.090524465,-0.079247643,ok,ok,ok,ok,NA,-0.002250397,0,-0.002485903
102,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2,1.9,NA,0.574563977,0,NA,NA,NA,NA,NA,NA,21.2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,21.2,1.9,NA,NA,1.35,NA,NA,NA,NA,NA,21.3367836,NA,NA,NA,1.35,NA,NA,NA,NA,NA,447,ACJ-01,21.2,21.2,21.2,21.2,21.3367836,2.12,2.12,2.12,2.12,2.13367836,0.064838979,ok,ok,ok,ok,NA,0,0,0
103,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,1.35,NA,0.59980802,-2.4,NA,NA,NA,NA,NA,NA,11.45682916,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.45682916,NA,NA,NA,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,11.21365832,1.35,NA,NA,-2.25,NA,NA,NA,NA,NA,10.98568566,NA,NA,NA,-2.25,NA,NA,NA,NA,NA,449,ACJ-01,11.7,11.45682916,11.45682916,11.21365832,10.98568566,1.17,1.145682916,1.145682916,1.121365832,1.098568566,-0.108064962,ok,ok,ok,ok,NA,-0.002559693,0,-0.002827568
104,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9,1.35,NA,0.574563977,0,NA,NA,NA,NA,NA,NA,25.9,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,25.9,1.35,NA,NA,1.1,NA,NA,NA,NA,NA,26.0114533,NA,NA,NA,1.1,NA,NA,NA,NA,NA,453,ACJ-01,25.9,25.9,25.9,25.9,26.0114533,2.59,2.59,2.59,2.59,2.60114533,0.052831759,ok,ok,ok,ok,NA,0,0,0
105,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,1.4,NA,0.59980802,0,NA,NA,NA,NA,NA,NA,39.3,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,39.3,1.4,NA,NA,-1.25,NA,NA,NA,NA,NA,39.17334852,NA,NA,NA,-1.25,NA,NA,NA,NA,NA,458,ACJ-01,39.3,39.3,39.3,39.3,39.17334852,3.93,3.93,3.93,3.93,3.917334852,-0.060036091,ok,ok,ok,ok,NA,0,0,0
106,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,1.4,NA,0.59980802,2.12,NA,NA,NA,NA,NA,NA,19.41480091,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.41480091,NA,NA,NA,2.12,NA,NA,NA,NA,NA,NA,NA,NA,19.62960182,1.4,NA,NA,3.7,NA,NA,NA,NA,NA,20.0044902,NA,NA,NA,3.7,NA,NA,NA,NA,NA,468,ACJ-01,19.2,19.41480091,19.41480091,19.62960182,20.0044902,1.92,1.941480091,1.941480091,1.962960182,2.00044902,0.177706829,ok,ok,ok,ok,NA,0.002261062,0,0.002497685
107,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,1.4,NA,0.639235707,-1.8,NA,NA,NA,NA,NA,NA,19.71762187,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.71762187,NA,NA,NA,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,19.53524374,1.4,NA,NA,-0.8,NA,NA,NA,NA,NA,19.45418679,NA,NA,NA,-0.8,NA,NA,NA,NA,NA,470,ACJ-01,19.9,19.71762187,19.71762187,19.53524374,19.45418679,1.99,1.971762187,1.971762187,1.953524374,1.945418679,-0.0384231,ok,ok,ok,ok,NA,-0.00191977,0,-0.002120676
108,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,1.5,NA,0.574563977,0,NA,NA,NA,NA,NA,NA,12.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12.5,1.5,NA,NA,1,NA,NA,NA,NA,NA,12.60132118,NA,NA,NA,1,NA,NA,NA,NA,NA,472,ACJ-01,12.5,12.5,12.5,12.5,12.60132118,1.25,1.25,1.25,1.25,1.260132118,0.048028871,ok,ok,ok,ok,NA,0,0,0
109,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1.4,NA,0.59980802,0,NA,NA,NA,NA,NA,NA,10,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,1.4,NA,NA,0.8,NA,NA,NA,NA,NA,10.08105695,NA,NA,NA,0.8,NA,NA,NA,NA,NA,474,ACJ-01,10,10,10,10,10.08105695,1,1,1,1,1.008105695,0.0384231,ok,ok,ok,ok,NA,0,0,0
110,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1.5,NA,0.574563977,0,NA,NA,NA,NA,NA,NA,24,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,24,1.5,NA,NA,1,NA,NA,NA,NA,NA,24.10132118,NA,NA,NA,1,NA,NA,NA,NA,NA,476,ACJ-01,24,24,24,24,24.10132118,2.4,2.4,2.4,2.4,2.410132118,0.048028871,ok,ok,ok,ok,NA,0,0,0
111,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,1.4,NA,0.574563977,0,NA,NA,NA,NA,NA,NA,15.6,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15.6,1.4,NA,NA,0.55,NA,NA,NA,NA,NA,15.65572665,NA,NA,NA,0.55,NA,NA,NA,NA,NA,479,ACJ-01,15.6,15.6,15.6,15.6,15.65572665,1.56,1.56,1.56,1.56,1.565572665,0.02641588,ok,ok,ok,ok,NA,0,0,0
112,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3,1.35,NA,0.59980802,1.72,NA,NA,NA,NA,NA,NA,26.47427244,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.47427244,NA,NA,NA,1.72,NA,NA,NA,NA,NA,NA,NA,NA,26.64854487,1.35,NA,NA,1.8,NA,NA,NA,NA,NA,26.830923,NA,NA,NA,1.8,NA,NA,NA,NA,NA,481,ACJ-01,26.3,26.47427244,26.47427244,26.64854487,26.830923,2.63,2.647427244,2.647427244,2.664854487,2.6830923,0.086451971,ok,ok,ok,ok,NA,0.001834447,0,0.002026424
113,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,1.35,NA,0.59980802,-2.3,NA,NA,NA,NA,NA,NA,12.46696128,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.46696128,NA,NA,NA,-2.3,NA,NA,NA,NA,NA,NA,NA,NA,12.23392256,1.35,NA,NA,-1.5,NA,NA,NA,NA,NA,12.08194078,NA,NA,NA,-1.5,NA,NA,NA,NA,NA,484,ACJ-01,12.7,12.46696128,12.46696128,12.23392256,12.08194078,1.27,1.246696128,1.246696128,1.223392256,1.208194078,-0.072043311,ok,ok,ok,ok,NA,-0.002453039,0,-0.002709753
114,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,1.4,NA,0.574563977,0,NA,NA,NA,NA,NA,NA,14.1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,14.1,1.4,NA,NA,0,NA,NA,NA,NA,NA,14.1,NA,NA,NA,0,NA,NA,NA,NA,NA,486,ACJ-01,14.1,14.1,14.1,14.1,14.1,1.41,1.41,1.41,1.41,1.41,0,ok,ok,ok,ok,NA,0,0,0
115,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,1.35,NA,0.430781928,5.4,NA,NA,NA,NA,NA,NA,15.44713439,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.44713439,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,15.99426878,1.35,NA,NA,7.7,NA,NA,NA,NA,NA,16.7744419,NA,NA,NA,7.7,NA,NA,NA,NA,NA,487,ACJ-01,14.9,15.44713439,15.44713439,15.99426878,16.7744419,1.49,1.544713439,1.544713439,1.599426878,1.67744419,0.369822323,ok,ok,ok,ok,NA,0.005759309,0,0.006362028
116,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,1.4,NA,0.540014578,-3.3,NA,NA,NA,NA,NA,NA,23.16564009,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.16564009,NA,NA,NA,-3.3,NA,NA,NA,NA,NA,NA,NA,NA,22.83128019,1.4,NA,NA,-2.05,NA,NA,NA,NA,NA,22.62357176,NA,NA,NA,-2.05,NA,NA,NA,NA,NA,489,ACJ-01,23.5,23.16564009,23.16564009,22.83128019,22.62357176,2.35,2.316564009,2.316564009,2.283128019,2.262357176,-0.098459191,ok,ok,ok,ok,NA,-0.003519578,0,-0.003887906
