,Tag.No,Old.No,T1,T2,X,Y,Family,genus,species,Old.Tree.Notes,D..2013.1,POM..2013.1,F1..2013.1,F2..2013.1,Height..2013.1,F5..2013.1,F3..2013.1,F4..2013.1,LI..2013.1,CI..2013.1,Census.Notes..2013.1,D..2014.2,POM..2014.2,F1,F2,Height..2014.2,F5,F3,F4,LI..2014.2,CI..2014.2,Tree.ID,D..2015.1,POM..2015.1,F1.1,F2.1,Height..2015.1,F5.1,F3.1,F4.1,LI..2015.1,CI..2015.1,Census.Notes,Tree.ID.1,New.Tag.No,D..2016.2,POM..2014.2.1,F1.2,F2.2,Height..2016.2,F5.2,F3.2,F4.2,LI..2014.2.1,CI..2014.2.1,D..2017.2,POM..2017.2,F1.3,F2.3,Height..2017.2,F5.3,F3.3,F4.3,LI..2014.2.2,CI..2014.2.2,tag,plot,DBH.1,DBH.2,DBH.3,DBH.4,DBH.5,DBH.1a,DBH.2a,DBH.3a,DBH.4a,DBH.5a,dbh_growth_yr,recruits,srink,missing,overgrown,value_replaced,,,
160,691,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,1.5,NA,0.540014578,3.96,NA,NA,NA,NA,NA,NA,11.10123189,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.10123189,NA,NA,NA,3.96,NA,NA,NA,NA,NA,NA,NA,NA,11.50246377,1.5,NA,NA,4.72,NA,NA,NA,NA,NA,11.98069976,NA,NA,NA,4.72,NA,NA,NA,NA,NA,691,ACJ-01,10.7,11.10123189,11.10123189,11.50246377,11.98069976,1.07,1.110123189,1.110123189,1.150246377,1.198069976,0.226696281,ok,ok,ok,ok,NA,0.004223494,0,0.004665487
161,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,1.4,NA,0.574563977,0,NA,NA,NA,NA,NA,NA,14.8,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,14.8,1.4,NA,NA,-1.3,NA,NA,NA,NA,NA,14.66828246,NA,NA,NA,-1.3,NA,NA,NA,NA,NA,692,ACJ-01,14.8,14.8,14.8,14.8,14.66828246,1.48,1.48,1.48,1.48,1.466828246,-0.062437535,ok,ok,ok,ok,NA,0,0,0
162,718,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.4,NA,0.430781928,0,NA,NA,NA,NA,NA,NA,11,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11,1.4,NA,NA,0,NA,NA,NA,NA,NA,11,NA,NA,NA,0,NA,NA,NA,NA,NA,718,ACJ-01,11,11,11,11,11,1.1,1.1,1.1,1.1,1.1,0,ok,ok,ok,ok,NA,0,0,0
163,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1.5,NA,0.574563977,0,NA,NA,NA,NA,NA,NA,20,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20,1.5,NA,NA,1.5,NA,NA,NA,NA,NA,20.15198178,NA,NA,NA,1.5,NA,NA,NA,NA,NA,720,ACJ-01,20,20,20,20,20.15198178,2,2,2,2,2.015198178,0.072043311,ok,ok,ok,ok,NA,0,0,0
164,726,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,1.35,NA,0.669763013,0,NA,NA,NA,NA,NA,NA,14.7,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,14.7,1.35,NA,NA,1.3,NA,NA,NA,NA,NA,14.83171754,NA,NA,NA,1.3,NA,NA,NA,NA,NA,726,ACJ-01,14.7,14.7,14.7,14.7,14.83171754,1.47,1.47,1.47,1.47,1.483171754,0.062437535,ok,ok,ok,ok,NA,0,0,0
165,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1,1.4,NA,0.59980802,-0.16,NA,NA,NA,NA,NA,NA,38.08378861,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.08378861,NA,NA,NA,-0.16,NA,NA,NA,NA,NA,NA,NA,NA,38.06757722,1.4,NA,NA,0,NA,NA,NA,NA,NA,38.06757722,NA,NA,NA,0,NA,NA,NA,NA,NA,731,ACJ-01,38.1,38.08378861,38.08378861,38.06757722,38.06757722,3.81,3.808378861,3.808378861,3.806757722,3.806757722,0,ok,ok,ok,ok,NA,-0.000170646,0,-0.000188505
166,732,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,1.4,NA,0.430781928,-3,NA,NA,NA,NA,NA,NA,18.59603645,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.59603645,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,18.2920729,1.4,NA,NA,-1.76,NA,NA,NA,NA,NA,18.11374761,NA,NA,NA,-1.76,NA,NA,NA,NA,NA,732,ACJ-01,18.9,18.59603645,18.59603645,18.2920729,18.11374761,1.89,1.859603645,1.859603645,1.82920729,1.811374761,-0.084530819,ok,ok,ok,ok,NA,-0.003199616,0,-0.00353446
167,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,1.35,NA,0.430781928,0,NA,NA,NA,NA,NA,NA,11.9,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11.9,1.35,NA,NA,1.72,NA,NA,NA,NA,NA,12.07427244,NA,NA,NA,1.72,NA,NA,NA,NA,NA,734,ACJ-01,11.9,11.9,11.9,11.9,12.07427244,1.19,1.19,1.19,1.19,1.207427244,0.082609663,ok,ok,ok,ok,NA,0,0,0
168,737,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7,1.35,NA,0.59980802,3.22,NA,NA,NA,NA,NA,NA,36.02625421,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.02625421,NA,NA,NA,3.22,NA,NA,NA,NA,NA,NA,NA,NA,36.35250842,1.35,NA,NA,2.54,NA,NA,NA,NA,NA,36.60986423,NA,NA,NA,2.54,NA,NA,NA,NA,NA,737,ACJ-01,35.7,36.02625421,36.02625421,36.35250842,36.60986423,3.57,3.602625421,3.602625421,3.635250842,3.660986423,0.121993339,ok,ok,ok,ok,NA,0.003434255,0,0.003793654
169,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,1.4,NA,0.430781928,3.61,NA,NA,NA,NA,NA,NA,16.16576947,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.16576947,NA,NA,NA,3.61,NA,NA,NA,NA,NA,NA,NA,NA,16.53153895,1.4,NA,NA,5.36,NA,NA,NA,NA,NA,17.07462049,NA,NA,NA,5.36,NA,NA,NA,NA,NA,741,ACJ-01,15.8,16.16576947,16.16576947,16.53153895,17.07462049,1.58,1.616576947,1.616576947,1.653153895,1.707462049,0.257434756,ok,ok,ok,ok,NA,0.003850205,0,0.004253133
170,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,1.35,NA,0.4468375,1.79,NA,NA,NA,NA,NA,NA,13.28136492,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.28136492,NA,NA,NA,1.79,NA,NA,NA,NA,NA,NA,NA,NA,13.46272984,1.35,NA,NA,-12.4,NA,NA,NA,NA,NA,12.20634716,NA,NA,NA,-12.4,NA,NA,NA,NA,NA,748,ACJ-01,13.1,13.28136492,13.28136492,13.46272984,12.20634716,1.31,1.328136492,1.328136492,1.346272984,1.220634716,-0.595558024,ok,ok,ok,ok,NA,0.001909104,0,0.002108894
171,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7,1.5,NA,0.59980802,0,NA,NA,NA,NA,NA,NA,33.7,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,33.7,1.5,NA,NA,NA,NA,NA,NA,NA,NA,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,ACJ-01,33.7,33.7,33.7,33.7,33.7,3.37,3.37,3.37,3.37,3.37,0,ok,ok,ok,ok,NA,0,0,0
172,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3,1.4,NA,0.4468375,0,NA,NA,NA,NA,NA,NA,16.3,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,16.3,1.4,NA,NA,3,NA,NA,NA,NA,NA,16.60396355,NA,NA,NA,3,NA,NA,NA,NA,NA,753,ACJ-01,16.3,16.3,16.3,16.3,16.60396355,1.63,1.63,1.63,1.63,1.660396355,0.144086618,ok,ok,ok,ok,NA,0,0,0
173,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1.45,NA,0.430781928,NA,NA,NA,NA,NA,NA,NA,#¡VALOR!,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,#¡VALOR!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#¡VALOR!,1.45,NA,NA,NA,NA,NA,NA,NA,NA,#¡VALOR!,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,ACJ-01,14,#¡VALOR!,#¡VALOR!,#¡VALOR!,#¡VALOR!,1.4,NA,NA,NA,NA,NA,ok,ok,ok,ok,NA,#¡VALOR!,#¡VALOR!,#¡VALOR!
174,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,1.4,NA,0.430781928,2.53,NA,NA,NA,NA,NA,NA,19.45634259,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.45634259,NA,NA,NA,2.53,NA,NA,NA,NA,NA,NA,NA,NA,19.71268519,1.4,NA,NA,2.58,NA,NA,NA,NA,NA,19.97409384,NA,NA,NA,2.58,NA,NA,NA,NA,NA,755,ACJ-01,19.2,19.45634259,19.45634259,19.71268519,19.97409384,1.92,1.945634259,1.945634259,1.971268519,1.997409384,0.12391449,ok,ok,ok,ok,NA,0.002698343,0,0.002980728
175,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,1.5,NA,0.430781928,7.31,NA,NA,NA,NA,NA,NA,37.04065785,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.04065785,NA,NA,NA,7.31,NA,NA,NA,NA,NA,NA,NA,NA,37.7813157,1.5,NA,NA,12,NA,NA,NA,NA,NA,38.99716991,NA,NA,NA,12,NA,NA,NA,NA,NA,761,ACJ-01,36.3,37.04065785,37.04065785,37.7813157,38.99716991,3.63,3.704065785,3.704065785,3.77813157,3.899716991,0.576346476,ok,ok,ok,ok,NA,0.007796398,0,0.008612301
176,763,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1.4,NA,0.574563977,2.35,NA,NA,NA,NA,NA,NA,23.23810478,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.23810478,NA,NA,NA,2.35,NA,NA,NA,NA,NA,NA,NA,NA,23.47620956,1.4,NA,NA,2.5,NA,NA,NA,NA,NA,23.72951252,NA,NA,NA,2.5,NA,NA,NA,NA,NA,763,ACJ-01,23,23.23810478,23.23810478,23.47620956,23.72951252,2.3,2.323810478,2.323810478,2.347620956,2.372951252,0.120072182,ok,ok,ok,ok,NA,0.002506366,0,0.00276866
177,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,1.4,NA,0.430781928,1.4,NA,NA,NA,NA,NA,NA,38.54184966,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.54184966,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,38.68369931,1.4,NA,NA,2.15,NA,NA,NA,NA,NA,38.90153986,NA,NA,NA,2.15,NA,NA,NA,NA,NA,764,ACJ-01,38.4,38.54184966,38.54184966,38.68369931,38.90153986,3.84,3.854184966,3.854184966,3.868369931,3.890153986,0.103262079,ok,ok,ok,ok,NA,0.001493154,0,0.001649415
178,770,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,1.4,NA,0.574563977,2.16,NA,NA,NA,NA,NA,NA,11.11885376,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11885376,NA,NA,NA,2.16,NA,NA,NA,NA,NA,NA,NA,NA,11.33770751,1.4,NA,NA,5.98,NA,NA,NA,NA,NA,11.94360819,NA,NA,NA,5.98,NA,NA,NA,NA,NA,770,ACJ-01,10.9,11.11885376,11.11885376,11.33770751,11.94360819,1.09,1.111885376,1.111885376,1.133770751,1.194360819,0.28721266,ok,ok,ok,ok,NA,0.002303724,0,0.002544811
179,771,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,1.4,NA,0.574563977,1.28,NA,NA,NA,NA,NA,NA,16.72969112,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.72969112,NA,NA,NA,1.28,NA,NA,NA,NA,NA,NA,NA,NA,16.85938223,1.4,NA,NA,0,NA,NA,NA,NA,NA,16.85938223,NA,NA,NA,0,NA,NA,NA,NA,NA,771,ACJ-01,16.6,16.72969112,16.72969112,16.85938223,16.85938223,1.66,1.672969112,1.672969112,1.685938223,1.685938223,0,ok,ok,ok,ok,NA,0.00136517,0,0.001508036
180,776,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,1.5,NA,0.540014578,5.32,NA,NA,NA,NA,NA,NA,18.4390287,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4390287,NA,NA,NA,5.32,NA,NA,NA,NA,NA,NA,NA,NA,18.97805739,1.5,NA,NA,8.08,NA,NA,NA,NA,NA,19.79673256,NA,NA,NA,8.08,NA,NA,NA,NA,NA,776,ACJ-01,17.9,18.4390287,18.4390287,18.97805739,19.79673256,1.79,1.84390287,1.84390287,1.897805739,1.979673256,0.388073295,ok,ok,ok,ok,NA,0.005673986,0,0.006267775
181,777,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,1.35,NA,0.574563977,0,NA,NA,NA,NA,NA,NA,25.6,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,25.6,1.35,NA,NA,1.06,NA,NA,NA,NA,NA,25.70740045,NA,NA,NA,1.06,NA,NA,NA,NA,NA,777,ACJ-01,25.6,25.6,25.6,25.6,25.70740045,2.56,2.56,2.56,2.56,2.570740045,0.050910603,ok,ok,ok,ok,NA,0,0,0
182,784,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,1.4,NA,0.540014578,5.83,NA,NA,NA,NA,NA,NA,11.3907025,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3907025,NA,NA,NA,5.83,NA,NA,NA,NA,NA,NA,NA,NA,11.981405,1.4,NA,NA,6.36,NA,NA,NA,NA,NA,12.62580773,NA,NA,NA,6.36,NA,NA,NA,NA,NA,784,ACJ-01,10.8,11.3907025,11.3907025,11.981405,12.62580773,1.08,1.13907025,1.13907025,1.1981405,1.262580773,0.305463632,ok,ok,ok,ok,NA,0.006217921,0,0.006868634
183,792,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,1.4,NA,0.540014578,-1.04,NA,NA,NA,NA,NA,NA,19.39462597,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.39462597,NA,NA,NA,-1.04,NA,NA,NA,NA,NA,NA,NA,NA,19.28925194,1.4,NA,NA,3.08,NA,NA,NA,NA,NA,19.60132118,NA,NA,NA,3.08,NA,NA,NA,NA,NA,792,ACJ-01,19.5,19.39462597,19.39462597,19.28925194,19.60132118,1.95,1.939462597,1.939462597,1.928925194,1.960132118,0.147928925,ok,ok,ok,ok,NA,-0.0011092,0,-0.001225279
184,794,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,1.4,NA,0.59980802,0,NA,NA,NA,NA,NA,NA,10.6,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10.6,1.4,NA,NA,0,NA,NA,NA,NA,NA,10.6,NA,NA,NA,0,NA,NA,NA,NA,NA,794,ACJ-01,10.6,10.6,10.6,10.6,10.6,1.06,1.06,1.06,1.06,1.06,0,ok,ok,ok,ok,NA,0,0,0
185,796,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1.5,NA,0.540014578,-0.04,NA,NA,NA,NA,NA,NA,35.99594715,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.99594715,NA,NA,NA,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,35.99189431,1.5,NA,NA,2.78,NA,NA,NA,NA,NA,36.2735672,NA,NA,NA,2.78,NA,NA,NA,NA,NA,796,ACJ-01,36,35.99594715,35.99594715,35.99189431,36.2735672,3.6,3.599594715,3.599594715,3.599189431,3.62735672,0.133520266,ok,ok,ok,ok,NA,-4.26616E-05,0,-4.7126E-05
186,799,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,1.4,NA,0.574563977,-1.3,NA,NA,NA,NA,NA,NA,10.66828246,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.66828246,NA,NA,NA,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,10.53656492,1.4,NA,NA,-1.5,NA,NA,NA,NA,NA,10.38458315,NA,NA,NA,-1.5,NA,NA,NA,NA,NA,799,ACJ-01,10.8,10.66828246,10.66828246,10.53656492,10.38458315,1.08,1.066828246,1.066828246,1.053656492,1.038458315,-0.072043307,ok,ok,ok,ok,NA,-0.0013865,0,-0.001531599
187,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,1.4,NA,0.59980802,0,NA,NA,NA,NA,NA,NA,18.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,18.5,1.4,NA,NA,0,NA,NA,NA,NA,NA,18.5,NA,NA,NA,0,NA,NA,NA,NA,NA,803,ACJ-01,18.5,18.5,18.5,18.5,18.5,1.85,1.85,1.85,1.85,1.85,0,ok,ok,ok,ok,NA,0,0,0
188,808,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,1.4,NA,0.574563977,0,NA,NA,NA,NA,NA,NA,12.1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12.1,1.4,NA,NA,0,NA,NA,NA,NA,NA,12.1,NA,NA,NA,0,NA,NA,NA,NA,NA,808,ACJ-01,12.1,12.1,12.1,12.1,12.1,1.21,1.21,1.21,1.21,1.21,0,ok,ok,ok,ok,NA,0,0,0
189,824,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,1.4,NA,0.540014578,1.39,NA,NA,NA,NA,NA,NA,11.94083645,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.94083645,NA,NA,NA,1.39,NA,NA,NA,NA,NA,NA,NA,NA,12.08167289,1.4,NA,NA,1.75,NA,NA,NA,NA,NA,12.25898496,NA,NA,NA,1.75,NA,NA,NA,NA,NA,824,ACJ-01,11.8,11.94083645,11.94083645,12.08167289,12.25898496,1.18,1.194083645,1.194083645,1.208167289,1.225898496,0.084050527,ok,ok,ok,ok,NA,0.001482489,0,0.001637633
190,827,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,1.35,NA,0.532941853,0,NA,NA,NA,NA,NA,NA,11.7,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11.7,1.35,NA,NA,-1.5,NA,NA,NA,NA,NA,11.54801822,NA,NA,NA,-1.5,NA,NA,NA,NA,NA,827,ACJ-01,11.7,11.7,11.7,11.7,11.54801822,1.17,1.17,1.17,1.17,1.154801822,-0.072043311,ok,ok,ok,ok,NA,0,0,0
191,828,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,1.35,NA,0.639235707,-3.1,NA,NA,NA,NA,NA,NA,24.88590433,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.88590433,NA,NA,NA,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,24.57180866,1.35,NA,NA,-2.1,NA,NA,NA,NA,NA,24.35903418,NA,NA,NA,-2.1,NA,NA,NA,NA,NA,828,ACJ-01,25.2,24.88590433,24.88590433,24.57180866,24.35903418,2.52,2.488590433,2.488590433,2.457180866,2.435903418,-0.10086063,ok,ok,ok,ok,NA,-0.00330627,0,-0.003652275
192,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,1.35,NA,0.59980802,2,NA,NA,NA,NA,NA,NA,10.70264237,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.70264237,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,10.90528473,1.35,NA,NA,3.25,NA,NA,NA,NA,NA,11.23457858,NA,NA,NA,3.25,NA,NA,NA,NA,NA,830,ACJ-01,10.5,10.70264237,10.70264237,10.90528473,11.23457858,1.05,1.070264237,1.070264237,1.090528473,1.123457858,0.156093838,ok,ok,ok,ok,NA,0.002133078,0,0.002356307
193,832,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1.4,NA,0.574563977,1.6,NA,NA,NA,NA,NA,NA,13.16211389,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.16211389,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,13.32422779,1.4,NA,NA,3.65,NA,NA,NA,NA,NA,13.69405011,NA,NA,NA,3.65,NA,NA,NA,NA,NA,832,ACJ-01,13,13.16211389,13.16211389,13.32422779,13.69405011,1.3,1.316211389,1.316211389,1.332422779,1.369405011,0.175305385,ok,ok,ok,ok,NA,0.001706462,0,0.001885045
194,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,1.4,NA,0.733252036,-0.9,NA,NA,NA,NA,NA,NA,10.30881093,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.30881093,NA,NA,NA,-0.9,NA,NA,NA,NA,NA,NA,NA,NA,10.21762187,1.4,NA,NA,-0.2,NA,NA,NA,NA,NA,10.19735763,NA,NA,NA,-0.2,NA,NA,NA,NA,NA,835,ACJ-01,10.4,10.30881093,10.30881093,10.21762187,10.19735763,1.04,1.030881093,1.030881093,1.021762187,1.019735763,-0.009605776,ok,ok,ok,ok,NA,-0.000959885,0,-0.001060338
195,836,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,1.4,NA,0.639235707,2.8,NA,NA,NA,NA,NA,NA,14.68369931,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.68369931,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,14.96739863,1.4,NA,NA,3.95,NA,NA,NA,NA,NA,15.3676173,NA,NA,NA,3.95,NA,NA,NA,NA,NA,836,ACJ-01,14.4,14.68369931,14.68369931,14.96739863,15.3676173,1.44,1.468369931,1.468369931,1.496739863,1.53676173,0.189714045,ok,ok,ok,ok,NA,0.002986309,0,0.003298829
196,839,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,1.4,NA,0.540014578,1.91,NA,NA,NA,NA,NA,NA,11.89352346,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.89352346,NA,NA,NA,1.91,NA,NA,NA,NA,NA,NA,NA,NA,12.08704692,1.4,NA,NA,3.22,NA,NA,NA,NA,NA,12.41330113,NA,NA,NA,3.22,NA,NA,NA,NA,NA,839,ACJ-01,11.7,11.89352346,11.89352346,12.08704692,12.41330113,1.17,1.189352346,1.189352346,1.208704692,1.241330113,0.15465297,ok,ok,ok,ok,NA,0.002037089,0,0.002250273
197,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,1.4,NA,0.540014578,5.2,NA,NA,NA,NA,NA,NA,20.02687015,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.02687015,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,20.55374031,1.4,NA,NA,8.1,NA,NA,NA,NA,NA,21.3744419,NA,NA,NA,8.1,NA,NA,NA,NA,NA,840,ACJ-01,19.5,20.02687015,20.02687015,20.55374031,21.3744419,1.95,2.002687015,2.002687015,2.055374031,2.13744419,0.389033871,ok,ok,ok,ok,NA,0.005546002,0,0.006126397
198,843,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,1.35,NA,0.59980802,0,NA,NA,NA,NA,NA,NA,10.5,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10.5,1.35,NA,NA,0,NA,NA,NA,NA,NA,10.5,NA,NA,NA,0,NA,NA,NA,NA,NA,843,ACJ-01,10.5,10.5,10.5,10.5,10.5,1.05,1.05,1.05,1.05,1.05,0,ok,ok,ok,ok,NA,0,0,0
199,844,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,1.5,NA,0.574563977,0,NA,NA,NA,NA,NA,NA,11.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11.1,1.5,NA,NA,-0.8,NA,NA,NA,NA,NA,11.01894305,NA,NA,NA,-0.8,NA,NA,NA,NA,NA,844,ACJ-01,11.1,11.1,11.1,11.1,11.01894305,1.11,1.11,1.11,1.11,1.101894305,-0.0384231,ok,ok,ok,ok,NA,0,0,0
200,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,1.4,NA,0.733252036,-1.47,NA,NA,NA,NA,NA,NA,11.75105786,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.75105786,NA,NA,NA,-1.47,NA,NA,NA,NA,NA,NA,NA,NA,11.60211572,1.4,NA,NA,-2.5,NA,NA,NA,NA,NA,11.34881276,NA,NA,NA,-2.5,NA,NA,NA,NA,NA,851,ACJ-01,11.9,11.75105786,11.75105786,11.60211572,11.34881276,1.19,1.175105786,1.175105786,1.160211572,1.134881276,-0.120072182,ok,ok,ok,ok,NA,-0.001567812,0,-0.001731885
201,852,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1.4,NA,0.540014578,4.33,NA,NA,NA,NA,NA,NA,16.43872073,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.43872073,NA,NA,NA,4.33,NA,NA,NA,NA,NA,NA,NA,NA,16.87744145,1.4,NA,NA,7.75,NA,NA,NA,NA,NA,17.66268062,NA,NA,NA,7.75,NA,NA,NA,NA,NA,852,ACJ-01,16,16.43872073,16.43872073,16.87744145,17.66268062,1.6,1.643872073,1.643872073,1.687744145,1.766268062,0.372223762,ok,ok,ok,ok,NA,0.004618113,0,0.005101404
