Plot,TypeMeas,Subplot,Meas,DD,MM,YY,Id,Subplot,Meas,;Plot,RecNo,Day,Month,Hour,Min,CO2 Ref,mb Ref,mbR Temp,Input A,Input B,Input C,Input D,Input E,Input F,Input G,Input H,ATMP,Probe Type,a
ESP,TOT,2,1,24,10,11,ESP_TOT_2_1_241011,2,1,13,12,24,10,15,50,475,0,0,0,0,0,29,52,0.38,0,0,733,8,
ESP,TOT,2,1,24,10,11,ESP_TOT_2_1_241011,2,1,13,13,24,10,15,50,479,0,0,0,0,0,32,57,0.39,0,0,733,8,
ESP,TOT,2,1,24,10,11,ESP_TOT_2_1_241011,2,1,13,14,24,10,15,50,481,0,0,0,0,0,36,62,0.4,0,0,733,8,
ESP,TOT,2,1,24,10,11,ESP_TOT_2_1_241011,2,1,13,15,24,10,15,50,485,0,0,0,0,0,40,67,0.41,0,0,733,8,
ESP,TOT,2,1,24,10,11,ESP_TOT_2_1_241011,2,1,13,16,24,10,15,50,489,0,0,0,0,0,43,72,0.42,0,0,733,8,
ESP,TOT,2,1,24,10,11,ESP_TOT_2_1_241011,2,1,13,17,24,10,15,50,493,0,0,0,0,0,47,76,0.43,0,0,733,8,
ESP,TOT,2,1,24,10,11,ESP_TOT_2_1_241011,2,1,13,18,24,10,15,50,495,0,0,0,0,0,51,81,0.44,0,0,733,8,a
ESP,TOT,2,2,24,10,11,ESP_TOT_2_2_241011,2,2,14,2,24,10,15,53,445,0,0,0,0,0,0,0,0,0,0,733,8,
ESP,TOT,2,2,24,10,11,ESP_TOT_2_2_241011,2,2,14,3,24,10,15,53,447,0,0,0,0,0,0,4,0,0,0,733,8,
ESP,TOT,2,2,24,10,11,ESP_TOT_2_2_241011,2,2,14,4,24,10,15,53,450,0,0,0,0,0,0,9,0,0,0,733,8,
ESP,TOT,2,2,24,10,11,ESP_TOT_2_2_241011,2,2,14,5,24,10,15,53,452,0,0,0,0,0,6,14,0.31,0,0,733,8,
ESP,TOT,2,2,24,10,11,ESP_TOT_2_2_241011,2,2,14,6,24,10,15,53,456,0,0,0,0,0,9,19,0.36,0,0,733,8,
ESP,TOT,2,2,24,10,11,ESP_TOT_2_2_241011,2,2,14,7,24,10,15,53,458,0,0,0,0,0,12,24,0.37,0,0,733,8,
ESP,TOT,2,2,24,10,11,ESP_TOT_2_2_241011,2,2,14,8,24,10,15,53,461,0,0,0,0,0,16,28,0.39,0,0,733,8,
ESP,TOT,2,2,24,10,11,ESP_TOT_2_2_241011,2,2,14,9,24,10,15,53,464,0,0,0,0,0,19,33,0.4,0,0,733,8,
ESP,TOT,2,2,24,10,11,ESP_TOT_2_2_241011,2,2,14,10,24,10,15,53,468,0,0,0,0,0,23,38,0.41,0,0,733,8,
ESP,TOT,2,2,24,10,11,ESP_TOT_2_2_241011,2,2,14,11,24,10,15,53,471,0,0,0,0,0,26,43,0.42,0,0,733,8,
ESP,TOT,2,2,24,10,11,ESP_TOT_2_2_241011,2,2,14,12,24,10,15,54,475,0,0,0,0,0,30,48,0.43,0,0,733,8,
ESP,TOT,2,2,24,10,11,ESP_TOT_2_2_241011,2,2,14,13,24,10,15,54,479,0,0,0,0,0,34,52,0.45,0,0,733,8,
ESP,TOT,2,2,24,10,11,ESP_TOT_2_2_241011,2,2,14,14,24,10,15,54,483,0,0,0,0,0,38,57,0.46,0,0,733,8,
ESP,TOT,2,2,24,10,11,ESP_TOT_2_2_241011,2,2,14,15,24,10,15,54,486,0,0,0,0,0,42,62,0.47,0,0,733,8,
ESP,TOT,2,2,24,10,11,ESP_TOT_2_2_241011,2,2,14,16,24,10,15,54,490,0,0,0,0,0,46,67,0.47,0,0,733,8,
ESP,TOT,2,2,24,10,11,ESP_TOT_2_2_241011,2,2,14,17,24,10,15,54,495,0,0,0,0,0,50,72,0.48,0,0,733,8,a
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,7,24,10,16,0,429,0,0,0,0,0,0,0,0,0,0,733,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,8,24,10,16,1,430,0,0,0,0,0,0,4,0,0,0,732,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,9,24,10,16,1,431,0,0,0,0,0,0,9,0,0,0,732,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,10,24,10,16,1,432,0,0,0,0,0,2,14,0.13,0,0,733,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,11,24,10,16,1,433,0,0,0,0,0,4,19,0.15,0,0,733,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,12,24,10,16,1,435,0,0,0,0,0,5,24,0.16,0,0,732,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,13,24,10,16,1,437,0,0,0,0,0,7,28,0.18,0,0,733,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,14,24,10,16,1,440,0,0,0,0,0,10,33,0.2,0,0,733,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,15,24,10,16,1,441,0,0,0,0,0,12,38,0.22,0,0,733,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,16,24,10,16,1,443,0,0,0,0,0,14,43,0.23,0,0,733,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,17,24,10,16,2,445,0,0,0,0,0,16,48,0.24,0,0,733,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,18,24,10,16,2,447,0,0,0,0,0,18,52,0.24,0,0,733,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,19,24,10,16,2,450,0,0,0,0,0,21,57,0.25,0,0,733,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,20,24,10,16,2,451,0,0,0,0,0,23,62,0.26,0,0,733,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,21,24,10,16,2,453,0,0,0,0,0,25,67,0.26,0,0,733,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,22,24,10,16,2,456,0,0,0,0,0,27,72,0.26,0,0,732,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,23,24,10,16,2,460,0,0,0,0,0,30,76,0.27,0,0,733,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,24,24,10,16,2,462,0,0,0,0,0,33,81,0.28,0,0,732,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,25,24,10,16,2,464,0,0,0,0,0,35,86,0.29,0,0,733,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,26,24,10,16,3,466,0,0,0,0,0,38,91,0.29,0,0,733,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,27,24,10,16,3,468,0,0,0,0,0,40,96,0.29,0,0,733,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,28,24,10,16,3,470,0,0,0,0,0,43,100,0.29,0,0,733,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,29,24,10,16,3,475,0,0,0,0,0,46,105,0.3,0,0,732,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,30,24,10,16,3,475,0,0,0,0,0,48,110,0.3,0,0,733,8,
ESP,TOT,3,1,24,10,11,ESP_TOT_3_1_241011,3,1,15,31,24,10,16,3,478,0,0,0,0,0,50,115,0.3,0,0,733,8,a
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,1,24,10,16,4,440,0,0,0,0,0,0,0,0,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,2,24,10,16,4,440,0,0,0,0,0,0,4,0,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,3,24,10,16,4,442,0,0,0,0,0,0,9,0,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,4,24,10,16,4,443,0,0,0,0,0,3,14,0.18,0,0,732,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,5,24,10,16,5,445,0,0,0,0,0,5,19,0.19,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,6,24,10,16,5,447,0,0,0,0,0,7,24,0.2,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,7,24,10,16,5,449,0,0,0,0,0,9,28,0.22,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,8,24,10,16,5,451,0,0,0,0,0,11,33,0.23,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,9,24,10,16,5,453,0,0,0,0,0,13,38,0.24,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,10,24,10,16,5,456,0,0,0,0,0,16,43,0.25,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,11,24,10,16,5,458,0,0,0,0,0,18,48,0.27,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,12,24,10,16,5,460,0,0,0,0,0,20,52,0.27,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,13,24,10,16,5,462,0,0,0,0,0,23,57,0.28,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,14,24,10,16,6,464,0,0,0,0,0,25,62,0.28,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,15,24,10,16,6,467,0,0,0,0,0,28,67,0.29,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,16,24,10,16,6,470,0,0,0,0,0,30,72,0.29,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,17,24,10,16,6,472,0,0,0,0,0,33,76,0.3,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,18,24,10,16,6,475,0,0,0,0,0,35,81,0.3,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,19,24,10,16,6,478,0,0,0,0,0,38,86,0.31,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,20,24,10,16,6,479,0,0,0,0,0,41,91,0.31,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,21,24,10,16,6,482,0,0,0,0,0,44,96,0.32,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,22,24,10,16,6,485,0,0,0,0,0,46,100,0.32,0,0,732,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,23,24,10,16,7,488,0,0,0,0,0,49,105,0.32,0,0,733,8,
ESP,TOT,3,2,24,10,11,ESP_TOT_3_2_241011,3,2,16,24,24,10,16,7,491,0,0,0,0,0,52,110,0.33,0,0,733,8,a
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,1,24,10,16,26,451,0,0,0,0,0,0,0,0,0,0,731,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,2,24,10,16,26,452,0,0,0,0,0,0,4,0,0,0,731,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,3,24,10,16,26,453,0,0,0,0,0,0,9,0,0,0,731,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,4,24,10,16,26,454,0,0,0,0,0,3,14,0.18,0,0,731,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,5,24,10,16,26,456,0,0,0,0,0,5,19,0.19,0,0,731,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,6,24,10,16,26,458,0,0,0,0,0,7,24,0.21,0,0,731,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,7,24,10,16,26,460,0,0,0,0,0,9,28,0.22,0,0,731,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,8,24,10,16,26,462,0,0,0,0,0,11,33,0.23,0,0,731,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,9,24,10,16,26,464,0,0,0,0,0,13,38,0.24,0,0,732,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,10,24,10,16,26,467,0,0,0,0,0,15,43,0.25,0,0,732,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,11,24,10,16,26,470,0,0,0,0,0,18,48,0.26,0,0,731,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,12,24,10,16,26,472,0,0,0,0,0,21,52,0.28,0,0,731,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,13,24,10,16,27,475,0,0,0,0,0,24,57,0.29,0,0,731,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,14,24,10,16,27,478,0,0,0,0,0,27,62,0.3,0,0,731,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,15,24,10,16,27,480,0,0,0,0,0,30,67,0.31,0,0,732,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,16,24,10,16,27,484,0,0,0,0,0,33,72,0.32,0,0,731,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,17,24,10,16,27,487,0,0,0,0,0,36,76,0.33,0,0,731,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,18,24,10,16,27,490,0,0,0,0,0,39,81,0.34,0,0,731,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,19,24,10,16,27,492,0,0,0,0,0,42,86,0.34,0,0,732,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,20,24,10,16,27,496,0,0,0,0,0,46,91,0.35,0,0,731,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,21,24,10,16,27,499,0,0,0,0,0,49,96,0.35,0,0,731,8,
ESP,TOT,4,1,24,10,11,ESP_TOT_4_1_241011,4,1,17,22,24,10,16,27,501,0,0,0,0,0,52,100,0.36,0,0,731,8,a
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,1,24,10,16,28,447,0,0,0,0,0,0,0,0,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,2,24,10,16,28,448,0,0,0,0,0,0,4,0,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,3,24,10,16,28,450,0,0,0,0,0,0,9,0,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,4,24,10,16,28,450,0,0,0,0,0,2,14,0.13,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,5,24,10,16,29,452,0,0,0,0,0,4,19,0.15,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,6,24,10,16,29,454,0,0,0,0,0,6,24,0.19,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,7,24,10,16,29,456,0,0,0,0,0,8,28,0.2,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,8,24,10,16,29,458,0,0,0,0,0,10,33,0.22,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,9,24,10,16,29,460,0,0,0,0,0,12,38,0.23,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,10,24,10,16,29,463,0,0,0,0,0,15,43,0.25,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,11,24,10,16,29,466,0,0,0,0,0,18,48,0.26,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,12,24,10,16,29,468,0,0,0,0,0,20,52,0.27,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,13,24,10,16,29,470,0,0,0,0,0,23,57,0.28,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,14,24,10,16,29,472,0,0,0,0,0,26,62,0.29,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,15,24,10,16,29,476,0,0,0,0,0,28,67,0.3,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,16,24,10,16,29,478,0,0,0,0,0,31,72,0.3,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,17,24,10,16,29,481,0,0,0,0,0,34,76,0.31,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,18,24,10,16,30,483,0,0,0,0,0,37,81,0.31,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,19,24,10,16,30,486,0,0,0,0,0,39,86,0.32,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,20,24,10,16,30,488,0,0,0,0,0,42,91,0.32,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,21,24,10,16,30,491,0,0,0,0,0,45,96,0.33,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,22,24,10,16,30,494,0,0,0,0,0,48,100,0.33,0,0,731,8,
ESP,TOT,4,2,24,10,11,ESP_TOT_4_2_241011,4,2,18,23,24,10,16,30,497,0,0,0,0,0,51,105,0.33,0,0,731,8,a
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,1,24,10,16,32,447,0,0,0,0,0,0,0,0,0,0,731,8,
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,2,24,10,16,32,451,0,0,0,0,0,0,4,0,0,0,731,8,
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,3,24,10,16,32,453,0,0,0,0,0,0,9,0,0,0,731,8,
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,4,24,10,16,32,455,0,0,0,0,0,7,14,0.35,0,0,731,8,
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,5,24,10,16,33,457,0,0,0,0,0,9,19,0.34,0,0,731,8,
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,6,24,10,16,33,461,0,0,0,0,0,12,24,0.36,0,0,731,8,
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,7,24,10,16,33,463,0,0,0,0,0,15,28,0.37,0,0,731,8,
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,8,24,10,16,33,466,0,0,0,0,0,18,33,0.37,0,0,731,8,
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,9,24,10,16,33,468,0,0,0,0,0,20,38,0.37,0,0,731,8,
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,10,24,10,16,33,471,0,0,0,0,0,23,43,0.37,0,0,731,8,
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,11,24,10,16,33,475,0,0,0,0,0,26,48,0.38,0,0,731,8,
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,12,24,10,16,33,477,0,0,0,0,0,29,52,0.38,0,0,731,8,
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,13,24,10,16,33,479,0,0,0,0,0,32,57,0.38,0,0,731,8,
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,14,24,10,16,33,483,0,0,0,0,0,34,62,0.39,0,0,731,8,
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,15,24,10,16,33,486,0,0,0,0,0,38,67,0.39,0,0,731,8,
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,16,24,10,16,33,490,0,0,0,0,0,41,72,0.4,0,0,731,8,
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,17,24,10,16,34,492,0,0,0,0,0,44,76,0.4,0,0,731,8,
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,18,24,10,16,34,496,0,0,0,0,0,47,81,0.4,0,0,731,8,
ESP,TOT,5,1,24,10,11,ESP_TOT_5_1_241011,5,1,19,19,24,10,16,34,498,0,0,0,0,0,50,86,0.41,0,0,731,8,a
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,1,24,10,16,35,444,0,0,0,0,0,0,0,0,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,2,24,10,16,35,445,0,0,0,0,0,0,4,0,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,3,24,10,16,35,447,0,0,0,0,0,0,9,0,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,4,24,10,16,35,450,0,0,0,0,0,6,14,0.29,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,5,24,10,16,35,452,0,0,0,0,0,8,19,0.3,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,6,24,10,16,35,454,0,0,0,0,0,10,24,0.3,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,7,24,10,16,35,456,0,0,0,0,0,12,28,0.3,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,8,24,10,16,35,459,0,0,0,0,0,15,33,0.32,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,9,24,10,16,36,462,0,0,0,0,0,18,38,0.33,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,10,24,10,16,36,465,0,0,0,0,0,21,43,0.34,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,11,24,10,16,36,468,0,0,0,0,0,24,48,0.35,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,12,24,10,16,36,471,0,0,0,0,0,27,52,0.36,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,13,24,10,16,36,474,0,0,0,0,0,31,57,0.37,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,14,24,10,16,36,478,0,0,0,0,0,34,62,0.38,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,15,24,10,16,36,480,0,0,0,0,0,37,67,0.38,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,16,24,10,16,36,483,0,0,0,0,0,40,72,0.39,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,17,24,10,16,36,485,0,0,0,0,0,43,76,0.39,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,18,24,10,16,36,489,0,0,0,0,0,46,81,0.39,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,19,24,10,16,36,492,0,0,0,0,0,49,86,0.4,0,0,731,8,
ESP,TOT,5,2,24,10,11,ESP_TOT_5_2_241011,5,2,20,20,24,10,16,36,495,0,0,0,0,0,52,91,0.4,0,0,731,8,a
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,1,24,10,16,40,448,0,0,0,0,0,0,0,0,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,2,24,10,16,40,448,0,0,0,0,0,0,4,0,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,3,24,10,16,40,449,0,0,0,0,0,0,9,0,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,4,24,10,16,40,450,0,0,0,0,0,1,14,0.09,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,5,24,10,16,40,451,0,0,0,0,0,3,19,0.11,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,6,24,10,16,40,453,0,0,0,0,0,4,24,0.14,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,7,24,10,16,40,454,0,0,0,0,0,6,28,0.15,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,8,24,10,16,40,456,0,0,0,0,0,7,33,0.16,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,9,24,10,16,40,457,0,0,0,0,0,9,38,0.17,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,10,24,10,16,40,459,0,0,0,0,0,11,43,0.18,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,11,24,10,16,40,461,0,0,0,0,0,13,48,0.19,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,12,24,10,16,41,463,0,0,0,0,0,15,52,0.2,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,13,24,10,16,41,465,0,0,0,0,0,17,57,0.21,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,14,24,10,16,41,467,0,0,0,0,0,19,62,0.21,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,15,24,10,16,41,469,0,0,0,0,0,21,67,0.22,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,16,24,10,16,41,472,0,0,0,0,0,24,72,0.23,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,17,24,10,16,41,474,0,0,0,0,0,26,76,0.24,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,18,24,10,16,41,477,0,0,0,0,0,29,81,0.25,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,19,24,10,16,41,479,0,0,0,0,0,31,86,0.25,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,20,24,10,16,41,481,0,0,0,0,0,34,91,0.26,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,21,24,10,16,41,484,0,0,0,0,0,37,96,0.27,0,0,731,8,
ESP,TOT,6,1,24,10,11,ESP_TOT_6_1_241011,6,1,21,22,24,10,16,41,487,0,0,0,0,0,39,100,0.27,0,0,731,8,
