Tag No,Old No,T1,T2,X,Y,family,genus,species,Old Tree Notes,"D 
2013.2","POM 
2013.2","F1 
2013.2","F2 
2013.2","Height 
2013.2","F5 
2013.2","F3 
2013.2","F4 
2013.2","LI 
2013.2","CI 
2013.2","Census Notes 
2013.2","D 
2014.2","POM 
2014.2",F1,F2,"Height 
2014.2",F5,F3,F4,"LI 
2014.2","CI 
2014.2","Census Notes 
2014.2",Tree ID,"D 
2015.2","POM 
2015.2",F1,F2,"Height 
2015.2",F5,F3,F4,"LI 
2015.2","CI 
2015.2",Census Notes,Tree ID,New Tag No
585,,22,,,,Euphorbiaceae,Senefeldera,inclinata,,110,1300,a,1,8,4,0,0,,,,112,1300,a,1,9,4,0,0,,,,1108177,120,1300,a,1,14000,1,0,0,1,2a,,1108181,
586,,22,,,,Burseraceae,Dacryodes,peruviana,,102,1300,b,1,5,4,0,0,,,Broken at 3m,104,1300,b,1,6,4,0,0,,,3,1108178,108,1300,b,1,8000,1,0,0,0,2a,b=4000,1108185,
587,,22,,,,Rubiaceae,Faramea,torquata,,172,1800,a,1,8,4,0,0,,,,172,1800,a,1,8,4,0,0,,,,1108179,176,1800,zi,1,16000,1,0,0,0,1,,1108186,
588,,22,,,,Nyctaginaceae,Neea,floribunda,,160,1300,a,1,13,4,0,0,,,,162,1300,a,1,13,4,0,0,,,,1108180,170,1300,a,1,20000,1,0,0,0,2b,,1108190,
589,,22,,,,Euphorbiaceae,Senefeldera,inclinata,,163,1300,a,1,12,4,0,0,,,,165,1300,a,1,11,4,0,0,,,,1108181,173,1300,a,1,13000,1,0,0,1,1,,1108174,
590,,22,,,,Elaeocarpaceae,Sloanea,guianensis,,113,1300,a,1,9,4,0,0,,,,116,1300,l,1,10,4,0,0,,,,1108182,119,1300,a,1,15000,1,0,0,1,1,,1108202,
591,,22,,,,Elaeocarpaceae,Sloanea,meianthera,,184,1300,a,1,13,4,0,0,,,,186,1300,a,1,13,4,0,0,,,,1108183,186,1300,a,1,18000,1,0,0,0,3a,,1108198,
592,,22,,,,Lecythidaceae,Eschweilera,albiflora,,316,1300,a,1,17,4,0,0,,,,326,1300,a,1,17,4,0,0,,,,1108184,330,1300,a,1,24000,1,0,0,0,5,,1108200,
593,,22,,,,Euphorbiaceae,Senefeldera,inclinata,,118,1300,a,1,9,4,0,0,,,,166,1300,a,1,9,4,0,0,,,,1108185,166,1300,m,1,17000,1,0,0,2,2a,,1108204,
594,,22,,,,Euphorbiaceae,Senefeldera,inclinata,,110,1300,a,1,9,4,0,0,,,,110,1300,a,1,10,4,0,0,,,,1108186,110,1300,m,1,15000,1,0,0,3,2a,,1108177,
595,,22,,,,Moraceae,Brosimum,rubescens,,425,1300,a,1,16,4,0,0,,,,430,1300,a,1,16,4,0,0,,,,1108187,431,1300,a,1,25000,1,0,0,1,1,,1108175,
596,,22,,,,Caryocaraceae,Caryocar,amygdaliforme,,117,1700,a,1,9,4,0,0,,,,121,1700,a,1,10,4,0,0,,,,1108188,121,1700,a,1,15000,1,0,0,1,2a,,1108192,
597,,22,,,,Sapotaceae,Chrysophyllum,lucentifolium,,297,1500,a,1,10,4,0,0,,,,300,1500,a,1,11,4,0,0,,,,1108189,298,1500,a,1,22000,1,0,0,0,4,,1108203,
598,,22,,,,Euphorbiaceae,Senefeldera,inclinata,,129,1300,a,1,8,4,0,0,,,,131,1300,a,1,9,4,0,0,,,,1108190,131,1300,a,1,14000,1,0,0,0,2a,,1108184,
599,,22,,,,Burseraceae,Protium,altsonii,,106,1300,a,1,7,4,0,0,,,,111,1300,a,1,8,4,0,0,,,,1108191,112,1300,a,1,13000,1,0,0,0,2c,,1108191,
600,,22,,,,Euphorbiaceae,Hevea,guianensis,,108,1300,a,1,9,4,0,0,,,,109,1300,a,1,9,4,0,0,,,,1108192,114,1300,a,1,12000,1,0,0,0,2c,,1108187,
601,,22,,,,Moraceae,Pseudolmedia,laevigata,,134,1300,a,1,8,4,0,0,,,,133,1300,a,1,9,4,0,0,,,,1108193,133,1300,a,1,15000,1,0,0,0,2a,,1108173,
602,,22,,,,Chrysobalanaceae,Licania,micrantha,,240,1300,a,1,9,4,0,0,,,,244,1300,l,1,11,4,0,0,,,,1108194,245,1300,m,1,17000,1,0,0,3,2b,,1108199,
603,,22,,,,Meliaceae,Guarea,macrophylla,,126,1800,a,1,9,4,0,0,,,,126,1800,a,1,9,4,0,0,,,,1108195,128,1800,c,1,14000,1,0,0,1,1,,1108180,
604,,22,,,,Euphorbiaceae,Senefeldera,inclinata,,175,1300,a,1,10,4,0,0,,,,177,1300,l,1,11,4,0,0,,,,1108196,179,1300,m,1,16000,1,0,0,2,2c,,1108189,
605,,22,,,,Euphorbiaceae,Senefeldera,inclinata,,164,1300,a,1,11,4,0,0,,,,170,1300,cl,1,11,4,0,0,,,,1108197,185,1300,a,1,20000,1,0,0,1,5,,1108195,
606,,22,,,,Urticaceae,Pourouma,guianensis,,175,1300,a,1,11,4,0,0,,,,173,1300,a,1,11,4,0,0,,,,1108198,174,1300,a,1,24000,1,0,0,0,5,,1108193,
607,,22,,,,Nyctaginaceae,Neea,floribunda,,105,1300,a,1,6,4,0,0,,,,107,1300,a,1,7,4,0,0,,,,1108199,113,1300,c,1,10000,1,0,0,1,1,,1108178,
608,,22,,,,Anacardiaceae,Tapirira,guianensis,,166,1800,a,1,13,4,0,0,,,,167,1800,a,1,13,4,0,0,,,,1108200,168,1800,mi,1,19000,1,0,0,3,4,,1108201,
609,,22,,,,Chrysobalanaceae,Licania,indet,,115,1300,a,1,10,4,0,0,,,,118,1300,a,1,10,4,0,0,,,,1108201,119,1300,i,1,15000,1,0,0,0,2c,,1108194,
610,,22,,,,Urticaceae,Pourouma,mollis,,196,1300,a,1,13,4,0,0,,,,202,1300,l,1,13,4,0,0,,,,1108202,199,1300,mi,1,22000,1,0,0,4,4,,1108182,
611,,22,,,,Lecythidaceae,Eschweilera,albiflora,,273,1300,a,1,14,4,0,0,,,,276,1300,l,1,15,4,0,0,,,,1108203,277,1300,m,1,21000,1,0,0,4,4,,1108183,
612,,22,,,,Anacardiaceae,Tapirira,guianensis,,241,2000,a,1,14,4,0,0,,,,257,2000,a,1,14,4,0,0,,,,1108204,262,2000,a,1,21000,1,0,0,1,3b,,1108188,
613,,22,,,,Indet,Indet,indet,,205,1800,a,1,12,4,0,0,,,,208,1800,l,1,12,4,0,0,,,,1108205,208,1800,m,1,14000,1,0,0,2,1,,1108205,
614,,23,,,,Lauraceae,Beilschmiedia,tovarensis,,456,1300,a,1,12,4,0,0,,,,459,1300,a,1,15,4,0,0,,,,1108206,469,1300,a,1,23000,1,0,0,1,5,,1108219,
615,,23,,,,Melastomataceae,Miconia,splendens,,111,1800,a,1,8,4,0,0,,,,114,1800,a,1,8,4,0,0,,,,1108207,124,1800,a,1,12000,1,0,0,0,4,,1108208,
616,,23,,,,Rubiaceae,Schizocalyx,obovatus,,145,2500,c,1,8,4,0,0,,,,146,2500,c,1,9,4,0,0,,,,1108208,150,2500,c,1,10000,1,0,0,1,2c,,1108228,
617,,23,,,,Burseraceae,Protium,opacum,,150,1300,a,1,11,4,0,0,,,,151,1300,a,1,12,4,0,0,,,,1108209,159,1300,a,1,15000,1,0,0,0,5,,1108229,
618,,23,,,,Myrtaceae,Myrcia,fallax,,203,1300,a,1,14,4,0,0,,,,204,1300,a,1,14,4,0,0,,,,1108210,207,1300,a,1,21000,1,0,0,0,3a,,1108223,
619,,23,,,,Urticaceae,Pourouma,mollis,,201,1300,a,1,12,4,0,0,,,,205,1300,a,1,13,4,0,0,,,,1108211,205,1300,cm,1,20000,1,0,0,3,3a,,1108209,
620,,23,,,,Fabaceae,Tachigali,setifera,,270,1300,a,1,15,4,0,0,,,,275,1300,a,1,16,4,0,0,,,,1108212,289,1300,a,1,25000,1,0,0,1,4,,1108206,
621,,23,,,,Rubiaceae,Faramea,torquata,,160,1300,a,1,10,4,0,0,,,,164,1300,a,1,10,4,0,0,,,,1108213,164,1300,a,1,14000,1,0,0,1,1,,1108218,
622,,23,,,,Malvaceae,Eriotheca,globosa,,149,1700,a,1,12,4,0,0,,,,151,1700,a,1,12,4,0,0,,,,1108214,154,1700,ah,1,15000,1,0,0,0,2b,,1108226,
623,,23,,,,Myrtaceae,Myrcia,fallax,,102,1400,a,1,10,4,0,0,,,,106,1400,a,1,10,4,0,0,,,,1108215,123,1400,ah,1,10000,1,0,0,1,2b,,1108227,
624,,23,,,,Euphorbiaceae,Hevea,guianensis,,183,1300,a,1,9,4,0,0,,,,169,1300,l,1,10,4,0,0,,,,1108216,169,1300,a,1,15000,1,0,0,1,3b,,1108232,
625,,23,,,,Euphorbiaceae,Senefeldera,inclinata,,115,1300,a,1,7,4,0,0,,,,117,1300,a,1,8,4,0,0,,,,1108217,117,1300,a,1,14000,1,0,0,0,2b,,1108216,
626,,23,,,,Meliaceae,Guarea,macrophylla,,132,1300,a,1,8,4,0,0,,,,145,1300,a,1,8,4,0,0,,,,1108218,133,1300,m,1,13000,1,0,0,2,2b,,1108231,
627,,23,,,,Indet,Indet,indet,,298,1800,a,1,13,4,0,0,,,,301,1800,a,1,14,4,0,0,,,,1108219,0,1800,0,bps,0,,0,0,,,,1108207,
628,,23,,,,Apocynaceae,Aspidosperma,rigidum,,103,1300,a,1,7,4,0,0,,,,109,1300,l,1,8,4,0,0,,,,1108220,109,1300,m,1,14000,1,0,0,2,2b,,1108215,
629,,23,,,,Anacardiaceae,Tapirira,guianensis,,366,1300,a,1,16,4,0,0,,,,382,1300,a,1,16,4,0,0,,,,1108221,391,1300,a,1,24000,1,0,0,0,4,,1108210,
630,,23,,,,Fabaceae,Inga,cordatoalata,,184,1300,a,1,10,4,0,0,,,,185,1300,a,1,10,4,0,0,,,,1108222,185,1300,m,1,16000,1,0,0,3,2c,,1108221,
631,,23,,,,Burseraceae,Protium,altsonii,,219,2100,a,1,12,4,0,0,,,,224,2100,a,1,12,4,0,0,,,,1108223,229,2100,c,1,18000,1,0,0,0,3b,,1108230,
632,,23,,,,Sapotaceae,Micropholis,guyanensis,,105,1300,a,1,9,4,0,0,,,,105,1300,a,1,10,4,0,0,,,,1108224,105,1300,a,1,16000,1,0,0,0,2a,,1108224,
633,,23,,,,Malvaceae,Eriotheca,globosa,,191,1380,bi,1,8,4,0,0,,,broken at 8m.  POM changed from 13800 to 1380,192,1380,b,1,9,4,0,0,,,8,1108225,192,1380,b,1,13000,1,0,0,0,4,b=10000,1108211,
634,,23,,,,Meliaceae,Guarea,macrophylla,,102,1300,a,1,8,4,0,0,,,,105,1300,a,1,9,4,0,0,,,,1108226,106,1300,a,1,14000,1,0,0,0,2a,,1108220,
635,,23,,,,Meliaceae,Guarea,macrophylla,,132,1300,a,1,6,4,0,0,,,,134,1300,a,1,7,4,0,0,,,,1108227,134,1300,cm,1,14000,1,0,0,2,2a,,1108217,
636,,23,,,,Caryocaraceae,Caryocar,amygdaliforme,,228,1300,a,1,12,4,0,0,,,,231,1300,a,1,12,4,0,0,,,,1108228,250,1300,m,1,18000,1,0,0,2,4,,1108214,
637,,23,,,,Burseraceae,Protium,altsonii,,134,1300,a,1,10,4,0,0,,,,141,1300,a,1,10,4,0,0,,,,1108229,142,1300,a,1,15000,1,0,0,1,4,,1108225,
638,,23,,,,Urticaceae,Pourouma,mollis,,255,1300,a,1,14,4,0,0,,,,257,1300,a,1,15,4,0,0,,,,1108230,258,1300,bz,1,19000,1,0,0,1,3a,b=14000,1108222,
639,,23,,,,Melastomataceae,Miconia,tetragona,,113,1300,a,1,11,4,0,0,,,,114,1300,a,1,12,4,0,0,,,,1108231,115,1300,a,1,14000,1,0,0,0,2a,,1108212,
640,,23,,,,Clusiaceae,Calophyllum,indet,,151,1700,a,1,13,4,0,0,,,,155,1700,a,1,14,4,0,0,,,,1108232,155,1700,a,1,17000,1,0,0,0,3a,,1108213,
641,,24,,,,Euphorbiaceae,Hevea,guianensis,,257,1300,a,1,14,4,0,0,,,,261,1300,a,1,15,4,0,0,,,,1108233,265,1300,q,1,20000,1,0,0,0,2c,,1108252,
642,,24,,,,Myristicaceae,Virola,elongata,,126,1300,a,1,9,4,0,0,,,,125,1300,l,1,10,4,0,0,,,,1108234,128,1300,a,1,14000,1,0,0,0,2a,,1108253,
643,,24,,,,Malvaceae,Eriotheca,globosa,,119,2000,a,1,9,4,0,0,,,,120,2000,a,1,10,4,0,0,,,,1108235,126,2000,a,1,15000,1,0,0,0,1,,1108248,
644,,24,,,,Caryocaraceae,Caryocar,amygdaliforme,,162,1300,a,1,10,4,0,0,,,,163,1300,a,1,11,4,0,0,,,,1108236,166,1300,m,1,15000,1,0,0,2,4,,1108242,
645,,24,,,,Celastraceae,Maytenus,indet,,214,1300,a,1,12,4,0,0,,,,217,1300,a,1,13,4,0,0,,,,1108237,218,1300,m,1,20000,1,0,0,2,4,,1108235,
646,,24,,,,Nyctaginaceae,Guapira,noxia,,222,1300,a,1,12,4,0,0,,,,227,1300,a,1,12,4,0,0,,,,1108238,228,1300,a,1,20000,1,0,0,0,4,,1108237,
647,,24,,,,Meliaceae,Guarea,indet,,193,1300,a,1,14,4,0,0,,,,196,1300,a,1,14,4,0,0,,,,1108239,193,1300,a,1,18000,1,0,0,0,4,,1108247,
648,,24,,,,Nyctaginaceae,Neea,floribunda,,213,1300,c,1,9,4,0,0,,,,216,1300,c,1,10,4,0,0,,,,1108240,217,1300,c,1,9000,1,0,0,1,2a,,1108245,
649,,24,,,,Euphorbiaceae,Alchornea,triplinervia,,198,1300,a,1,13,4,0,0,,,,206,1300,a,1,14,4,0,0,,,,1108241,20,1300,m,1,18000,1,0,0,2,3a,,1108241,
650,,24,,,,Fabaceae,Inga,alba,,118,1300,a,1,11,4,0,0,,,,124,1300,l,1,12,4,0,0,,,,1108242,124,1300,m,1,10000,1,0,0,2,2a,,1108233,
651,,24,,,,Nyctaginaceae,Neea,virens,,162,1300,a,1,9,4,0,0,,,,165,1300,a,1,10,4,0,0,,,,1108243,165,1300,m,1,17000,1,0,0,3,2a,,1108250,
652,,24,,,,Rubiaceae,Schizocalyx,obovatus,,118,1300,a,1,8,4,0,0,,,,120,1300,a,1,9,4,0,0,,,,1108244,127,1300,m,1,10000,1,0,0,2,1,,1108246,
653,,24,,,,Melastomataceae,Miconia,tetragona,,357,1300,a,1,16,4,0,0,,,,259,1300,a,1,17,4,0,0,,,,1108245,265,1300,a,1,20000,1,0,0,1,4,,1108238,
654,,24,,,,Clusiaceae,Calophyllum,indet,,410,1300,a,1,18,4,0,0,,,,415,1300,a,1,18,4,0,0,,,,1108246,418,1300,a,1,23000,1,0,0,0,5,,1108240,
655,,24,,,,Sapotaceae,Micropholis,guyanensis,,122,2100,a,1,10,4,0,0,,,,125,2100,l,1,10,4,0,0,,,,1108247,133,2100,m,1,12000,1,0,0,2,2a,,1108243,
656,,24,,,,Rubiaceae,Faramea,torquata,,155,1300,c,1,12,4,0,0,,,,157,1300,d,1,12,4,0,0,,,,1108248,0,1300,0,cps,0,,0,0,,,,1108234,
657,,24,,,,Moraceae,Helicostylis,tomentosa,,213,1300,a,1,12,4,0,0,,,,216,1300,a,1,12,4,0,0,,,,1108249,227,1300,cm,1,21000,1,0,0,3,4,,1108249,
658,,24,,,,Euphorbiaceae,Hevea,guianensis,,300,1300,a,1,12,4,0,0,,,,301,1300,a,1,12,4,0,0,,,,1108250,302,1300,m,1,21000,1,0,0,3,4,,1108251,
659,,24,,,,Meliaceae,Guarea,macrophylla,,127,1300,a,1,8,4,0,0,,,,127,1300,a,1,9,4,0,0,,,,1108251,127,1300,a,1,13000,1,0,0,1,2a,,1108239,
660,,24,,,,Rubiaceae,Faramea,torquata,,171,1300,c,1,10,4,0,0,,,,172,1300,c,1,10,4,0,0,,,,1108252,176,1300,c,1,14000,1,0,0,1,2b,,1108236,
662,,24,,,,Rubiaceae,Faramea,torquata,,109,1300,a,1,8,4,0,0,,,,112,1300,a,1,9,4,0,0,,,,1108253,112,1300,b,1,9000,1,0,0,0,1,b=9000,1108244,
663,,25,,,,Euphorbiaceae,Senefeldera,inclinata,,175,1700,a,1,10,4,0,0,,,,172,1700,a,1,11,4,0,0,,,,1108254,172,1700,a,1,19000,1,0,0,0,2b,,1108270,
664,,25,,,,Vochysiaceae,Qualea,paraensis,,126,1300,a,1,11,4,0,0,,,,129,1300,m,1,12,4,0,0,,,,1108255,133,1300,a,1,17000,1,0,0,0,2c,,1108280,
665,,25,,,,Anacardiaceae,Tapirira,guianensis,,184,1300,a,1,15,4,0,0,,,,196,1300,a,1,15,4,0,0,,,,1108256,202,1300,c,1,20000,1,0,0,0,4,,1108276,
666,,25,,,,Apocynaceae,Aspidosperma,excelsum,,100,1300,a,1,10,4,0,0,,,,101,1300,a,1,10,4,0,0,,,,1108257,103,1300,a,1,18000,1,0,0,1,2c,,1108273,
667,,25,,,,Fabaceae,Inga,capitata,,175,1300,c,1,13,4,0,0,,,,175,1300,c,1,14,4,0,0,,,,1108258,0,1300,0,bps,0,,0,0,,,,1108274,
668,,25,,,,Nyctaginaceae,Neea,floribunda,,213,1800,a,1,15,4,0,0,,,,215,1800,m,1,16,4,0,0,,,,1108259,224,1800,a,1,23000,1,0,0,1,4,,1108279,
669,,25,,,,Vochysiaceae,Qualea,paraensis,,184,1300,a,1,13,4,0,0,,,,189,1300,a,1,14,4,0,0,,,,1108260,202,1300,a,1,20000,1,0,0,1,4,,1108255,
670,,25,,,,Malvaceae,Eriotheca,globosa,,310,1300,a,1,18,4,0,0,,,,312,1300,a,1,18,4,0,0,,,sin placa,1108261,318,1300,a,1,18000,1,0,0,0,4,con placa,1108260,
671,,25,,,,Chrysobalanaceae,Licania,octandra,,335,1800,a,1,14,4,0,0,,,,335,1800,l,1,15,4,0,0,,,,1108262,346,1800,m,1,25000,1,0,0,3,4,,1108262,
672,,25,,,,Apocynaceae,Aspidosperma,parvifolium,,114,1300,a,1,8,4,0,0,,,,114,1300,a,1,8,4,0,0,,,,1108263,123,1300,a,1,10000,1,0,0,0,1,,1108272,
673,,25,,,,Urticaceae,Pourouma,cuspidata,,125,1300,a,1,16,4,0,0,,,,135,1300,a,1,17,4,0,0,,,,1108264,135,1300,a,1,15000,1,0,0,1,4,,1108267,
674,,25,,,,Linaceae,Hebepetalum,humiriifolium,,106,1300,a,1,10,4,0,0,,,,129,1300,a,1,10,4,0,0,,,,1108265,115,1300,a,1,11000,1,0,0,0,2c,,1108269,
675,,25,,,,Euphorbiaceae,Senefeldera,inclinata,,193,1300,a,1,12,4,0,0,,,,204,1300,a,1,12,4,0,0,,,,1108266,200,1300,m,1,24000,1,0,0,2,5,,1108278,
676,,25,,,,Lauraceae,Ocotea,javitensis,,421,1300,a,1,20,4,0,0,,,,429,1300,a,1,20,4,0,0,,,,1108267,429,1300,a,1,25000,1,0,0,0,5,,1108259,
677,,25,,,,Annonaceae,Unonopsis,spectabilis,,129,1300,a,1,8,4,0,0,,,,133,1300,l,1,9,4,0,0,,,,1108268,130,1300,a,1,15000,1,0,0,1,2b,,1108277,
678,,25,,,,Lauraceae,Ocotea,insularis,,273,1300,a,1,17,4,0,0,,,,278,1300,a,1,18,4,0,0,,,,1108269,0,1300,0,aps,0,,0,0,,,,1108275,
679,,25,,,,Rubiaceae,Schizocalyx,obovatus,,130,1300,a,1,5,4,0,0,,,,130,1300,l,1,5,4,0,0,,,,1108270,130,1300,b,1,6000,1,0,0,0,2c,b=6000,1108256,
680,,25,,,,Apocynaceae,Lacmellea,peruviana,,143,1300,a,1,9,4,0,0,,,,147,1300,a,1,10,4,0,0,,,,1108271,147,1300,a,1,16000,1,0,0,0,4,,1108264,
681,,25,,,,Elaeocarpaceae,Sloanea,sinemariensis,,106,1300,a,1,7,4,0,0,,,,114,1300,a,1,8,4,0,0,,,,1108272,114,1300,a,1,10000,1,0,0,0,3b,,1108268,
682,,25,,,,Rubiaceae,Schizocalyx,obovatus,,164,1300,a,1,10,4,0,0,,,,165,1300,a,1,10,4,0,0,,,,1108273,161,1300,zi,1,13000,1,0,0,0,3b,sin placa,1108261,
683,,25,,,,Rubiaceae,Schizocalyx,obovatus,,165,1300,c,1,12,4,0,0,,,,174,1300,c,1,11,4,0,0,,,,1108274,175,1300,cf,1,15000,1,0,0,0,2c,,1108266,
684,,25,,,,Burseraceae,Tetragastris,panamensis,,142,1300,a,1,10,4,0,0,,,,148,1300,l,1,10,4,0,0,,,,1108275,150,1300,a,1,10000,1,0,0,1,4,,1108254,
685,,25,,,,Rubiaceae,Schizocalyx,obovatus,,106,1300,a,1,9,4,0,0,,,,105,1300,a,1,10,4,0,0,,,,1108276,110,1300,a,1,13000,1,0,0,1,3b,,1108263,
686,,25,,,,Monimiaceae,Mollinedia,lanceolata,,102,1300,a,1,9,4,0,0,,,,105,1300,a,1,10,4,0,0,,,,1108277,110,1300,a,1,10000,1,0,0,1,2c,,1108257,
687,,25,,,,Lauraceae,Aniba,panurensis,,439,2600,a,1,13,4,0,0,,,,442,2600,a,1,14,4,0,0,,,,1108278,452,2600,a,1,24000,1,0,0,0,5,,1108271,
688,,25,,,,Vochysiaceae,Qualea,paraensis,,231,1300,a,1,14,4,0,0,,,,236,1300,l,1,15,4,0,0,,,,1108279,242,1300,a,1,22000,1,0,0,0,4,,1108258,
689,,25,,,,Rubiaceae,Schizocalyx,obovatus,,118,1300,a,1,9,4,0,0,,,,120,1300,cl,1,10,4,0,0,,,,1108280,124,1300,c,1,15000,1,0,0,0,2c,,1108265,
325.1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,1300,an,1,11000,1,0,0,0,2a,,,
477.1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,1300,mn,1,13000,1,0,0,2,4,,,
522.1,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,1300,an,1,10000,1,0,0,0,3a,,,
522.2,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1300,an,1,9000,1,0,0,0,3b,,,
605.1,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,1300,an,1,15000,1,0,0,0,3b,,,
