Tag No,Old No,T1,T2,X,Y,family,genus,species,Old Tree Notes,"D 
2013.2","POM 
2013.2",F1,F2,"Height 
2013.2",F5,F3,F4,"LI 
2013.2","CI 
2013.2",Tree ID,"D 
2015.1","POM 
2015.1",F1,F2,"Height 
2015.1",F5,F3,F4,"LI 
2015.1","CI 
2015.1",Census Notes,Tree ID,New Tag No
629,,6,,,,Melastomataceae,Miconia,coelestis,,112,1300,a,1,10,4,0,0,0,1,1106416,120,1300,em,1,13000,1,0,0,1,2a,,1106416,
812PL,,6,,,,Melastomataceae,Bellucia,pentamera,,0,1300,a,1,0,4,0,0,0,1,1106922,0,1300,0,mr,0,,0,0,,,,1106922,
614.2.A,,6,,,,Annonaceae,Xylopia,calophylla,,110,1300,a,1,9,4,0,0,0,1,1106400,121,1300,a,1,17000,1,0,0,0,3b,,1106400,
615,,6,,,,Urticaceae,Coussapoa,manuensis,,137,1300,a,1,14,4,0,0,0,1,1106401,154,1300,a,1,15000,1,0,0,0,2b,,1106401,
631,,6,,,,Urticaceae,Coussapoa,manuensis,,202,1300,a,1,13,4,0,0,0,1,1106418,209,1300,a,1,15000,1,0,0,0,1,,1106418,
624,,6,,,,Urticaceae,Pourouma,bicolor,,275,1300,a,1,15,4,0,0,0,1,1106410,283,1300,l,1,18000,1,0,0,2,3b,,1106410,
618,,6,,,,Urticaceae,Pourouma,bicolor,,173,1300,a,1,15,4,0,0,0,1,1106404,193,1300,l,1,16000,1,0,0,1,3b,,1106404,
621,,6,,,,Urticaceae,Pourouma,bicolor,,151,1300,a,1,13,4,0,0,0,1,1106407,153,1300,a,1,15000,1,0,0,0,3b,,1106407,
630,,6,,,,Sapotaceae,Pouteria,coriacea,,137,1300,a,1,13,4,0,0,0,1,1106417,141,1300,a,1,16000,1,0,0,0,3b,,1106417,
619,,6,,,,Lauraceae,Ocotea,insularis,,525,1300,a,1,27,4,0,0,0,1,1106405,527,1300,a,1,25000,1,0,0,0,5,,1106405,
614,,6,,,,Sapotaceae,Pouteria,torta,,281,1300,a,1,18,4,0,0,0,1,1106399,282,1300,a,1,23000,1,0,0,0,5,,1106399,
616,,6,,,,Chrysobalanaceae,Licania,micrantha,,510,1300,a,1,24,4,0,0,0,1,1106402,525,1300,a,1,23000,1,0,0,0,5,,1106402,
658,,7,,,,Burseraceae,Protium,indet,,143,1300,a,1,16,4,0,0,0,1,1106446,155,1300,a,1,17000,1,0,0,0,1,,1106446,
651,,7,,,,Moraceae,Pseudolmedia,rigida,,358,1300,a,1,18,4,0,0,0,1,1106439,0,1300,0,apq,0,,0,0,,,,1106439,
646,,7,,,,Moraceae,Helicostylis,tomentosa,,183,1300,a,1,17,4,0,0,0,1,1106434,186,1300,m,1,20000,1,0,0,3,2c,,1106434,
653,,7,,,,Chrysobalanaceae,Hirtella,indet,,0,1300,a,1,0,4,0,0,0,1,1106441,0,1300,0,mr,0,,0,0,,,,1106441,
654,,7,,,,Vochysiaceae,Qualea,acuminata,,302,1300,a,1,20,4,0,0,0,1,1106442,304,1800,a,1,26000,1,0,0,0,5,previamente 325@1300 (tallo irregular),1106442,
635,,7,,,,Cardiopteridaceae,Dendrobangia,boliviana,,396,1300,a,1,18,4,0,0,0,1,1106423,407,1300,m,1,22000,1,0,0,2,4,,1106423,
650,,7,,,,Urticaceae,Cecropia,distachya,,0,1300,a,1,0,4,0,0,0,1,1106438,0,1300,0,mr,0,,0,0,,,,1106438,
648,,7,,,,Urticaceae,Cecropia,strigosa,,0,1300,a,1,0,4,0,0,0,1,1106436,0,1300,0,mr,0,,0,0,,,,1106436,
645,,7,,,,Lauraceae,Persea,indet,,462,1300,a,1,22,4,0,0,0,1,1106433,486,1300,a,1,26000,1,0,0,0,4,,1106433,
649,,7,,,,Urticaceae,Pourouma,minor,,216,1300,a,1,15,4,0,0,0,1,1106437,224,1500,a,1,18000,1,0,0,0,2a,,1106437,
644,,7,,,,Urticaceae,Pourouma,bicolor,,293,1300,a,1,17,4,0,0,0,1,1106432,300,2500,a,1,22000,1,0,0,0,5,,1106432,
636,,7,,,,Urticaceae,Pourouma,bicolor,,234,1300,a,1,13,4,0,0,0,1,1106424,245,1300,l,1,23000,1,0,0,1,4,,1106424,
634,,7,,,,Urticaceae,Pourouma,minor,,256,1300,a,1,17,4,0,0,0,1,1106422,258,1300,l,1,19000,1,0,0,2,3a,,1106422,
640,,7,,,,Salicaceae,Casearia,ulmifolia,,140,1300,a,1,11,4,0,0,0,1,1106428,142,1300,a,1,15000,1,0,0,1,2b,,1106428,
642,,7,,,,Salicaceae,Casearia,ulmifolia,,110,1300,a,1,10,4,0,0,0,1,1106430,0,1300,0,aps,0,,0,0,,,,1106430,
643,,7,,,,Myrtaceae,Myrcia,splendens,,188,1300,a,1,16,4,0,0,0,1,1106431,193,1300,a,1,20000,1,0,0,0,4,,1106431,
656,,7,,,,Melastomataceae,Bellucia,pentamera,,350,1300,a,1,18,4,0,0,0,1,1106444,0,1300,0,apy,0,,0,0,,,,1106444,
655,,7,,,,Euphorbiaceae,Senefeldera,inclinata,,198,1300,a,1,13,4,0,0,0,1,1106443,202,1300,l,1,15000,1,0,0,1,2a,,1106443,
647,,7,,,,Euphorbiaceae,Senefeldera,inclinata,,114,1300,a,1,10,4,0,0,0,1,1106435,120,1300,a,1,10000,1,0,0,0,1,,1106435,
652,,7,,,,Euphorbiaceae,Senefeldera,inclinata,,250,1300,a,1,16,4,0,0,0,1,1106440,252,1300,cm,1,16000,1,0,0,2,1,,1106440,
657,,7,,,,Anacardiaceae,Tapirira,guianensis,,364,1300,a,1,22,4,0,0,0,1,1106445,385,1800,a,1,28000,1,0,0,1,5,,1106445,
659,,7,,,,Anacardiaceae,Tapirira,guianensis,,425,1300,a,1,22,4,0,0,0,1,1106447,435,1800,a,1,27000,1,0,0,0,5,,1106447,
637,,7,,,,Bignoniaceae,Jacaranda,glabra,,176,1300,a,1,18,4,0,0,0,1,1106425,176,1300,a,1,18000,1,0,0,0,2c,,1106425,
638,,7,,,,Fabaceae,Cedrelinga,cateniformis,,638,1300,a,1,30,4,0,0,0,1,1106426,694,1800,m,1,26000,1,0,0,3,4,,1106426,
632,,7,,,,Fabaceae,Inga,thibaudiana,,224,1300,a,1,17,4,0,0,0,1,1106420,0,1300,0,kr,0,,0,0,,,,1106420,
633,,7,,,,Indet,Indet,indet,,0,1300,a,1,0,4,0,0,0,1,1106421,0,1300,0,mr,0,,0,0,,,,1106421,
639,,7,,,,Indet,Indet,indet,,170,1300,a,1,8,4,0,0,0,1,1106427,167,1300,l,1,15000,1,0,0,3,2a,,1106427,
641,,7,,,,Indet,Indet,indet,,0,1300,a,1,0,4,0,0,0,1,1106429,0,1300,0,mr,0,,0,0,,,,1106429,
692,,8,,,,Indet,Indet,indet,,0,1300,a,1,0,4,0,0,0,1,1106482,0,1300,0,mr,0,,0,0,,,,1106482,
682,,8,,,,Indet,Indet,indet,,0,1300,a,1,0,4,0,0,0,1,1106472,0,1300,0,mr,0,,0,0,,,,1106472,
687,,8,,,,Fabaceae,Cedrelinga,cateniformis,,604,1300,a,1,27,4,0,0,0,1,1106477,676,1300,a,1,23000,1,0,0,0,5,,1106477,
678,,8,,,,Fabaceae,Cedrelinga,cateniformis,,186,1300,a,1,15,4,0,0,0,1,1106468,190,1300,m,1,15000,1,0,0,2,3b,,1106468,
675,,8,,,,Euphorbiaceae,Hevea,brasiliensis,,0,1300,a,1,0,4,0,0,0,1,1106464,0,1300,0,mr,0,,0,0,,,,1106464,
668,,8,,,,Euphorbiaceae,Hevea,brasiliensis,,182,1300,a,1,9,4,0,0,0,1,1106457,180,1300,a,1,10000,1,0,0,0,2a,,1106457,
663,,8,,,,Fabaceae,Inga,thibaudiana,,0,1300,a,1,0,4,0,0,0,1,1106451,0,1300,0,mr,0,,0,0,,,,1106451,
677,,8,,,,Boraginaceae,Cordia,ulei,,115,1300,a,1,13,4,0,0,0,1,1106467,117,1300,a,1,8000,1,0,0,0,1,,1106467,
665,,8,,,,Boraginaceae,Cordia,mexiana,,142,1300,a,1,10,4,0,0,0,1,1106453,142,1300,a,1,11000,1,0,0,0,2a,,1106453,
662,,8,,,,Salicaceae,Casearia,ulmifolia,,132,1300,a,1,12,4,0,0,0,1,1106450,137,1300,a,1,14000,1,0,0,0,2b,,1106450,
676.2.A,,8,,,,Salicaceae,Casearia,ulmifolia,,107,1300,a,1,11,4,0,0,0,1,1106466,120,1300,a,1,16000,1,0,0,0,1,,1106466,
680,,8,,,,Euphorbiaceae,Senefeldera,inclinata,,104,1300,a,1,8,4,0,0,0,1,1106470,108,1300,m,1,10000,1,0,0,1,1,,1106470,
683,,8,,,,Melastomataceae,Bellucia,pentamera,,0,1300,a,1,0,4,0,0,0,1,1106473,0,1300,0,mr,0,,0,0,,,,1106473,
686,,8,,,,Melastomataceae,Bellucia,pentamera,,317,1300,a,1,18,4,0,0,0,1,1106476,342,1400,c,1,25000,1,0,0,0,5,,1106476,
693,,8,,,,Melastomataceae,Bellucia,pentamera,,0,1300,a,1,0,4,0,0,0,1,1106483,0,1300,0,mr,0,,0,0,,,,1106483,
676,,8,,,,Melastomataceae,Bellucia,pentamera,,151,1300,a,1,12,4,0,0,0,1,1106465,155,1300,a,1,14000,1,0,0,0,2a,,1106465,
660,,8,,,,Salicaceae,Casearia,ulmifolia,,135,1300,a,1,14,4,0,0,0,1,1106448,142,1300,a,1,14000,1,0,0,0,1,,1106448,
665.A,,8,,,,Salicaceae,Casearia,ulmifolia,,203,1300,a,1,15,4,0,0,0,1,1106454,222,1300,a,1,20000,1,0,0,0,5,,1106454,
664,,8,,,,Urticaceae,Coussapoa,manuensis,,176,1300,a,1,12,4,0,0,0,1,1106452,176,1300,m,1,13000,1,0,0,1,2a,,1106452,
670,,8,,,,Urticaceae,Coussapoa,manuensis,,141,1300,a,1,14,4,0,0,0,1,1106459,166,1400,a,1,20000,1,0,0,1,2b,,1106459,
672,,8,,,,Urticaceae,Pourouma,bicolor,,0,1300,a,1,0,4,0,0,0,1,1106461,0,1300,0,mr,0,,0,0,,,,1106461,
679,,8,,,,Urticaceae,Pourouma,bicolor,,117,1300,a,1,13,4,0,0,0,1,1106469,121,1300,m,1,13000,1,0,0,3,1,,1106469,
681,,8,,,,Urticaceae,Pourouma,minor,,465,1300,a,1,22,4,0,0,0,1,1106471,465,3500,a,1,22000,1,3,0,0,3b,,1106471,
684,,8,,,,Urticaceae,Pourouma,mollis,,321,1300,a,1,20,4,0,0,0,1,1106474,330,1400,a,1,20000,1,0,0,0,5,,1106474,
691,,8,,,,Urticaceae,Pourouma,cecropiifolia,,129,1300,a,1,13,4,0,0,0,1,1106481,129,1300,a,1,20000,1,0,0,0,4,,1106481,
689,,8,,,,Meliaceae,Guarea,indet,,148,1300,a,1,7,4,0,0,0,1,1106479,149,1300,c,1,10000,1,0,0,0,2a,,1106479,
667,,8,,,,Sapotaceae,Pouteria,sagotiana,,105,1300,a,1,10,4,0,0,0,1,1106456,106,1300,a,1,16000,1,0,0,3,2b,,1106456,
671,,8,,,,Vochysiaceae,Qualea,acuminata,,134,1300,a,1,11,4,0,0,0,1,1106460,145,1300,a,1,18000,1,0,0,1,5,,1106460,
669,,8,,,,Vochysiaceae,Qualea,acuminata,,471,1300,a,1,25,4,0,0,0,1,1106458,489,1300,ce,1,20000,1,0,0,0,4,,1106458,
688,,8,,,,Elaeocarpaceae,Sloanea,guianensis,,184,1300,a,1,15,4,0,0,0,1,1106478,0,1300,0,brs,0,,0,0,,,,1106478,
690,,8,,,,Elaeocarpaceae,Sloanea,robusta,,638,1300,a,1,32,4,0,0,0,1,1106480,638,3900,a,1,32000,1,0,0,0,5,,1106480,
685,,8,,,,Moraceae,Helicostylis,elegans,,125,1300,a,1,9,4,0,0,0,1,1106475,127,1300,a,1,15000,1,0,0,0,2c,,1106475,
666,,8,,,,Lauraceae,Ocotea,obovata,,129,1300,a,1,10,4,0,0,0,1,1106455,130,1300,a,1,17000,1,0,0,3,3a,,1106455,
673,,8,,,,Moraceae,Pseudolmedia,laevis,,554,1300,a,1,29,4,0,0,0,1,1106462,560,1700,a,1,27000,1,0,0,2,4,,1106462,
661,,8,,,,Myristicaceae,Iryanthera,juruensis,,208,1300,a,1,13,4,0,0,0,1,1106449,210,1300,a,1,13000,1,0,0,0,2b,,1106449,
674,,8,,,,Moraceae,Brosimum,rubescens,,223,1300,a,1,15,4,0,0,0,1,1106463,225,1300,m,1,14000,1,0,0,2,1,,1106463,
704,,9,,,,Moraceae,Brosimum,rubescens,,0,1300,a,1,0,4,0,0,0,1,1106494,0,1300,0,mr,0,,0,0,,,,1106494,
720,,9,,,,Burseraceae,Protium,indet,,132,1300,a,1,14,4,0,0,0,1,1106512,142,1300,a,1,14000,1,0,0,0,2a,,1106512,
696,,9,,,,Moraceae,Pseudolmedia,rigida,,329,1300,a,1,20,4,0,0,0,1,1106486,348,1300,bm,1,11000,1,0,0,2,3b,b=11000,1106486,
700,,9,,,,Primulaceae,Cybianthus,timanae,,0,1300,a,1,0,4,0,0,0,1,1106490,0,1300,0,mr,0,,0,0,,,,1106490,
721,,9,,,,Elaeocarpaceae,Sloanea,spathulata,,150,1300,a,1,12,4,0,0,0,1,1106513,154,1300,a,1,15000,1,0,0,0,2a,,1106513,
713,,9,,,,Elaeocarpaceae,Sloanea,obtusifolia,,378,1300,a,1,20,4,0,0,0,1,1106503,0,1300,0,cqu,0,,0,0,,,,1106503,
701,,9,,,,Elaeocarpaceae,Sloanea,sinemariensis,,139,1300,a,1,8,4,0,0,0,1,1106491,139,1300,c,1,15000,1,0,0,0,2a,,1106491,
706,,9,,,,Sapotaceae,Micropholis,egensis,,459,1300,a,1,22,4,0,0,0,1,1106496,419,1800,m,1,25000,1,0,0,3,5,previamente 461@1300 (tallo irregular),1106496,
699,,9,,,,Sapotaceae,Micropholis,egensis,,357,1300,a,1,21,4,0,0,0,1,1106489,368,1300,aq,1,25000,1,0,0,0,5,,1106489,
710,,9,,,,Sapotaceae,Chrysophyllum,manaosense,,203,1300,a,1,18,4,0,0,0,1,1106500,0,1300,0,kr,0,,0,0,,,,1106500,
709,,9,,,,Sapotaceae,Pouteria,coriacea,,193,1300,a,1,17,4,0,0,0,1,1106499,200,1500,a,1,20000,1,0,0,0,5,,1106499,
716,,9,,,,Urticaceae,Pourouma,bicolor,,262,1300,a,1,19,4,0,0,0,1,1106507,0,1300,0,bqu,0,,0,0,,,,1106507,
712,,9,,,,Urticaceae,Pourouma,bicolor,,150,1300,a,1,11,4,0,0,0,1,1106502,0,1300,0,kr,0,,0,0,,,,1106502,
715,,9,,,,Urticaceae,Coussapoa,manuensis,,376,1300,a,1,25,4,0,0,0,1,1106506,0,1300,0,cq2,0,,0,0,,,,1106506,
695,,9,,,,Euphorbiaceae,Senefeldera,inclinata,,173,1300,a,1,12,4,0,0,0,1,1106485,178,1300,cl,1,12000,1,0,0,1,1,,1106485,
716.2.A,,9,,,,Euphorbiaceae,Senefeldera,inclinata,,103,1300,a,1,10,4,0,0,0,1,1106508,111,1300,c,1,8000,1,0,0,0,4,,1106508,
703,,9,,,,Euphorbiaceae,Senefeldera,inclinata,,253,1300,a,1,13,4,0,0,0,1,1106493,258,1300,m,1,17000,1,0,0,3,3a,,1106493,
711,,9,,,,Euphorbiaceae,Senefeldera,inclinata,,184,1300,a,1,14,4,0,0,0,1,1106501,0,1300,0,kr,0,,0,0,,,,1106501,
707,,9,,,,Euphorbiaceae,Senefeldera,inclinata,,173,1300,a,1,11,4,0,0,0,1,1106497,183,1300,a,1,12000,1,0,0,0,2c,,1106497,
702,,9,,,,Bignoniaceae,Jacaranda,glabra,,114,1300,a,1,10,4,0,0,0,1,1106492,114,1300,i,1,17000,1,0,0,0,3b,,1106492,
717,,9,,,,Fabaceae,Tachigali,poeppigiana,,122,1300,a,1,14,4,0,0,0,1,1106509,126,1400,a,1,12000,1,0,0,0,5,,1106509,
718,,9,,,,Fabaceae,Tachigali,poeppigiana,,254,1300,a,1,18,4,0,0,0,1,1106510,277,1500,c,1,15000,1,0,0,0,3b,,1106510,
694,,9,,,,Fabaceae,Ormosia,indet,,254,1300,a,1,19,4,0,0,0,1,1106484,310,1300,a,1,16000,1,0,0,0,5,,1106484,
697,,9,,,,Fabaceae,Inga,capitata,,193,1300,a,1,18,4,0,0,0,1,1106487,216,1300,a,1,23000,1,0,0,0,4,,1106487,
698,,9,,,,Euphorbiaceae,Hevea,brasiliensis,,424,1300,a,1,20,4,0,0,0,1,1106488,419,1300,c,1,20000,1,0,0,0,4,,1106488,
719,,9,,,,Euphorbiaceae,Hevea,brasiliensis,,177,1300,a,1,9,4,0,0,0,1,1106511,177,1300,c,1,9000,1,0,0,0,2a,,1106511,
714.2.A,,9,,,,Fabaceae,Bauhinia,indet,,139,1300,a,1,18,4,0,0,0,1,1106505,148,1300,c,1,17000,1,0,0,0,2b,es una liana,1106505,
705,,9,,,,Malvaceae,Quararibea,wittii,,174,1300,a,1,16,4,0,0,0,1,1106495,175,1300,bi,1,12000,1,0,0,0,5,b=12000,1106495,
723,,9,,,,Indet,Indet,indet,,0,1300,a,1,0,4,0,0,0,1,1106515,0,1300,0,mr,0,,0,0,,,,1106515,
708,,9,,,,Rubiaceae,Warszewiczia,coccinea,,110,1300,a,1,12,4,0,0,0,1,1106498,112,1300,a,1,15000,1,0,0,0,4,,1106498,
714,,9,,,,Calophyllaceae,Marila,laxiflora,,562,1300,a,1,30,4,0,0,0,1,1106504,0,1300,0,cqu,0,,0,0,,,,1106504,
722,,9,,,,Calophyllaceae,Marila,laxiflora,,544,1300,a,1,25,4,0,0,0,1,1106514,599,1300,a,1,24000,1,0,0,0,5,,1106514,
738,,10,,,,Indet,Indet,indet,,202,1300,a,1,17,4,0,0,0,1,1106531,202,1300,c,1,18000,1,0,0,0,3a,,1106531,
725.2.A,,10,,,,Fabaceae,Bauhinia,indet,,139,1300,a,1,18,4,0,0,0,1,1106518,0,1300,0,kr,0,,0,0,,,,1106518,
737,,10,,,,Euphorbiaceae,Hevea,brasiliensis,,425,1300,a,1,24,4,0,0,0,1,1106530,445,1300,l,1,19000,1,0,0,1,5,,1106530,
725,,10,,,,Fabaceae,Machaerium,duckeanum,,444,1300,a,1,25,4,0,0,0,1,1106517,444,1300,m,1,22000,1,0,0,2,4,,1106517,
739,,10,,,,Rubiaceae,Warszewiczia,coccinea,,119,1300,a,1,14,4,0,0,0,1,1106533,121,1300,a,1,14000,1,0,0,0,1,,1106533,
727,,10,,,,Rubiaceae,Faramea,torquata,,113,1300,a,1,13,4,0,0,0,1,1106520,116,1300,a,1,9000,1,0,0,0,1,,1106520,
741,,10,,,,Boraginaceae,Cordia,ulei,,112,1300,a,1,13,4,0,0,0,1,1106535,112,1300,a,1,12000,1,0,0,0,1,,1106535,
732,,10,,,,Annonaceae,Unonopsis,spectabilis,,146,1300,a,1,14,4,0,0,0,1,1106525,146,1300,a,1,15000,1,0,0,0,1,,1106525,
731,,10,,,,Annonaceae,Annona,ambotay,,136,1300,a,1,10,4,0,0,0,1,1106524,134,1300,c,1,15000,1,0,0,3,3b,,1106524,
729,,10,,,,Annonaceae,Guatteria,duodecima,,387,1300,a,1,27,4,0,0,0,1,1106522,387,2000,a,1,24000,1,0,0,1,1,,1106522,
738.2.A,,10,,,,Annonaceae,Guatteria,duodecima,,101,1300,a,1,8,4,0,0,0,1,1106532,104,1300,a,1,12000,1,0,0,1,2a,,1106532,
730,,10,,,,Euphorbiaceae,Senefeldera,inclinata,,195,1300,a,1,18,4,0,0,0,1,1106523,199,1300,m,1,19000,1,0,0,3,4,,1106523,
745,,10,,,,Melastomataceae,Miconia,modica,,0,1300,a,1,0,4,0,0,0,1,1106539,0,1300,0,mr,0,,0,0,,,,1106539,
733,,10,,,,Urticaceae,Pourouma,bicolor,,183,1300,a,1,16,4,0,0,0,1,1106526,204,1300,a,1,20000,1,0,0,0,3b,,1106526,
743,,10,,,,Urticaceae,Pourouma,bicolor,,193,1300,a,1,18,4,0,0,0,1,1106537,207,1700,a,1,25000,1,0,0,0,3b,,1106537,
746,,10,,,,Urticaceae,Pourouma,bicolor,,288,1300,a,1,18,4,0,0,0,1,1106540,306,1300,a,1,23000,1,0,0,1,4,,1106540,
728,,10,,,,Sapotaceae,Pouteria,indet,,101,1300,a,1,13,4,0,0,0,1,1106521,101,1300,c,1,14000,1,0,0,0,1,,1106521,
726,,10,,,,Elaeocarpaceae,Sloanea,obtusifolia,,150,1300,a,1,14,4,0,0,0,1,1106519,150,1300,m,1,10000,1,0,0,1,3b,,1106519,
736,,10,,,,Vochysiaceae,Qualea,paraensis,,197,1300,a,1,17,4,0,0,0,1,1106529,197,1300,a,1,15000,1,0,0,0,3b,,1106529,
735,,10,,,,Burseraceae,Protium,spruceanum,,102,1300,a,1,10,4,0,0,0,1,1106528,105,1300,a,1,13000,1,0,0,0,2b,,1106528,
740,,10,,,,Elaeocarpaceae,Sloanea,guianensis,,155,1300,a,1,15,4,0,0,0,1,1106534,155,2000,a,1,14000,1,0,0,0,1,,1106534,
734,,10,,,,Moraceae,Brosimum,rubescens,,113,1300,a,1,9,4,0,0,0,1,1106527,115,1300,a,1,13000,1,0,0,0,2c,,1106527,
744,,10,,,,Moraceae,Pseudolmedia,rigida,,199,1300,a,1,17,4,0,0,0,1,1106538,205,1300,a,1,20000,1,0,0,1,3b,,1106538,
742,,10,,,,Moraceae,Pseudolmedia,rigida,,154,1300,a,1,13,4,0,0,0,1,1106536,158,1300,a,1,14000,1,0,0,1,1,,1106536,
724,,10,,,,Moraceae,Pseudolmedia,rigida,,360,1300,a,1,27,4,0,0,0,1,1106516,368,1300,m,1,19000,1,0,0,2,4,,1106516,
747,,10,,,,Lauraceae,Ocotea,javitensis,,136,1300,a,1,14,4,0,0,0,1,1106541,140,1300,a,1,15000,1,0,0,0,1,,1106541,
757,,11,,,,Lauraceae,Ocotea,javitensis,,138,1300,a,1,16,4,0,0,0,1,1106553,141,1300,c,1,15000,1,0,0,1,2a,,1106553,
749.2.A,,11,,,,Lauraceae,Ocotea,javitensis,,102,1300,a,1,11,4,0,0,0,1,1106544,107,1300,s,1,15000,1,0,0,0,2a,,1106544,
769.2.A,,11,,,,Moraceae,Pseudolmedia,laevigata,,109,1300,a,1,9,4,0,0,0,1,1106567,105,1300,a,1,12000,1,0,0,0,1,,1106567,
759,,11,,,,Chrysobalanaceae,Licania,indet,,166,1300,a,1,13,4,0,0,0,1,1106555,177,1300,m,1,18000,1,0,0,2,3b,,1106555,
761,,11,,,,Sapotaceae,Pouteria,coriacea,,120,1300,a,1,16,4,0,0,0,1,1106557,124,1300,a,1,16000,1,0,0,0,3b,,1106557,
765,,11,,,,Sapotaceae,Pouteria,krukovii,,109,1300,a,1,14,4,0,0,0,1,1106561,112,1300,a,1,13000,1,0,0,0,1,,1106561,
772,,11,,,,Urticaceae,Coussapoa,manuensis,,199,1300,a,1,13,4,0,0,0,1,1106570,206,1300,a,1,20000,1,0,0,0,5,,1106570,
770,,11,,,,Sapotaceae,Ecclinusa,ramiflora,,123,1300,a,1,12,4,0,0,0,1,1106568,128,1300,a,1,16000,1,0,0,0,3a,,1106568,
748,,11,,,,Sapotaceae,Micropholis,egensis,,400,1300,a,1,25,4,0,0,0,1,1106542,410,1500,m,1,27000,1,0,0,3,5,,1106542,
