Tag No,Old No,T1,T2,X,Y,family,genus,species,Old Tree Notes,"D 
2013.2","POM 
2013.2",F1,F2,"Height 
2013.2",F5,F3,F4,"LI 
2013.2","CI 
2013.2",Tree ID,"D 
2015.1","POM 
2015.1",F1,F2,"Height 
2015.1",F5,F3,F4,"LI 
2015.1","CI 
2015.1",Census Notes,Tree ID,New Tag No
41,,24,,,,Lecythidaceae,Couratari,guianensis,,491,1300,a,1,28,4,0,0,0,1,1106877,491,1300,a,1,27000,1,3,0,0,5,,1106877,
54,,24,,,,Violaceae,Leonia,glycycarpa,,134,1300,a,1,13,4,0,0,0,1,1106891,141,1300,a,1,15000,1,0,0,1,2a,,1106891,
40,,24,,,,Burseraceae,Protium,indet,,129,1300,a,1,9,4,0,0,0,1,1106876,148,1300,c,1,14000,1,0,0,1,2a,,1106876,
47,,24,,,,Indet,Indet,indet,,0,1300,a,1,0,4,0,0,0,1,1106883,0,1300,0,mr,0,,0,0,,,,1106883,
65,,25,,,,Calophyllaceae,Marila,laxiflora,,119,1300,a,1,11,4,0,0,0,1,1106902,131,1300,a,1,15000,1,0,0,0,3b,,1106902,
78,,25,,,,Calophyllaceae,Marila,laxiflora,,160,1300,a,1,18,4,0,0,0,1,1106915,163,1300,a,1,18000,1,0,0,0,3b,,1106915,
81,,25,,,,Simaroubaceae,Simaba,paraensis,,761,1300,a,1,25,4,0,0,0,1,1106918,774,1300,sm,1,25000,1,0,0,3,4,,1106918,
72,,25,,,,Burseraceae,Protium,amazonicum,,197,1300,a,1,17,4,0,0,0,1,1106909,197,1300,a,1,16000,1,0,0,0,3b,,1106909,
61,,25,,,,Burseraceae,Protium,indet,,140,1300,a,1,10,4,0,0,0,1,1106898,153,1300,a,1,18000,1,0,0,0,2b,,1106898,
67,,25,,,,Moraceae,Pseudolmedia,rigida,,283,1300,a,1,19,4,0,0,0,1,1106904,293,1300,a,1,25000,1,0,0,0,4,,1106904,
71,,25,,,,Moraceae,Pseudolmedia,rigida,,201,1300,a,1,17,4,0,0,0,1,1106908,210,1300,a,1,15000,1,0,0,0,4,,1106908,
83,,25,,,,Polygonaceae,Triplaris,americana,,268,1300,a,1,18,4,0,0,0,1,1106920,268,1300,a,1,24000,1,0,0,0,3b,,1106920,
59,,25,,,,Olacaceae,Minquartia,guianensis,,149,1300,a,1,16,4,0,0,0,1,1106896,153,1300,a,1,15000,1,0,0,0,2a,,1106896,
80,,25,,,,Olacaceae,Minquartia,guianensis,,227,1300,a,1,21,4,0,0,0,1,1106917,238,1300,a,1,18000,1,0,0,1,5,,1106917,
79,,25,,,,Elaeocarpaceae,Sloanea,guianensis,,171,1300,a,1,20,4,0,0,0,1,1106916,177,1600,a,1,17000,1,0,0,0,3b,,1106916,
73,,25,,,,Elaeocarpaceae,Sloanea,meianthera,,121,1300,a,1,10,4,0,0,0,1,1106910,123,1300,es,1,13000,1,0,0,0,2a,,1106910,
66,,25,,,,Vochysiaceae,Qualea,paraensis,,275,1300,a,1,25,4,0,0,0,1,1106903,297,1400,a,1,25000,1,0,0,0,5,,1106903,
64,,25,,,,Urticaceae,Coussapoa,manuensis,,199,1300,a,1,15,4,0,0,0,1,1106901,204,1300,m,1,18000,1,0,0,1,3b,,1106901,
60,,25,,,,Lauraceae,Ocotea,javitensis,,214,1300,a,1,11,4,0,0,0,1,1106897,216,1300,a,1,18000,1,0,0,0,3b,,1106897,
57,,25,,,,Anacardiaceae,Tapirira,guianensis,,486,1300,a,1,30,4,0,0,0,1,1106894,506,1800,a,1,24000,1,0,0,0,4,,1106894,
63,,25,,,,Anacardiaceae,Tapirira,guianensis,,389,1300,a,1,25,4,0,0,0,1,1106900,395,1300,a,1,25000,1,0,0,1,4,,1106900,
70,,25,,,,Euphorbiaceae,Senefeldera,inclinata,,156,1300,a,1,13,4,0,0,0,1,1106907,161,1300,a,1,13000,1,0,0,0,2a,,1106907,
68,,25,,,,Arecaceae,Iriartea,deltoidea,,0,1300,a,1,0,4,0,0,0,1,1106905,0,1300,0,mr,0,,0,0,,,,1106905,
82,,25,,,,Arecaceae,Iriartea,deltoidea,,217,1300,a,1,20,4,0,0,0,1,1106919,219,1800,c,1,19000,1,0,0,0,2c,,1106919,
69,,25,,,,Myrtaceae,Myrcia,minutiflora,,0,1300,a,1,0,4,0,0,0,1,1106906,0,1300,0,mr,0,,0,0,,,,1106906,
77,,25,,,,Malvaceae,Pachira,trinitensis,,115,1300,a,1,14,4,0,0,0,1,1106914,115,1300,a,1,13000,1,0,0,0,1,,1106914,
75,,25,,,,Euphorbiaceae,Hevea,brasiliensis,,231,1300,a,1,17,4,0,0,0,1,1106912,238,1300,a,1,23000,1,0,0,0,3b,,1106912,
76,,25,,,,Indet,Indet,indet,,297,1300,a,1,18,4,0,0,0,1,1106913,297,1300,m,1,23000,1,0,0,2,3b,,1106913,
74,,25,,,,Indet,Indet,indet,,0,1300,a,1,0,4,0,0,0,1,1106911,0,1300,0,mr,0,,0,0,,,,1106911,
62,,25,,,,Fabaceae,Tachigali,setifera,,123,1300,a,1,15,4,0,0,0,1,1106899,127,1300,a,1,12000,1,0,0,1,4,,1106899,
58,,25,,,,Fabaceae,Inga,thibaudiana,,0,1300,a,1,0,4,0,0,0,1,1106895,0,1300,0,mr,0,,0,0,,,,1106895,
483.1,,1,,,,,,,,,,,,,,,,,,,114,1300,a,1,9000,1,0,0,0,3b,,,
475.1,,1,,,,,,,,,,,,,,,,,,,102,1300,cln,1,10000,1,0,0,1,2a,,,
509.2,,2,,,,,,,,,,,,,,,,,,,180,1300,c,1,15000,1,0,0,0,4,,,
518.1,,2,,,,,,,,,,,,,,,,,,,102,1300,an,1,12000,1,0,0,0,3b,,,
521.2A,,2,,,,,,,,,,,,,,,,,,,12.2,1300,a,1,15000,1,0,0,0,1,,,
534.4A,,3,,,,,,,,,,,,,,,,,,,104,1300,a,1,16000,1,0,0,0,4,,,
536.4A,,3,,,,,,,,,,,,,,,,,,,109,1300,l,1,18000,1,0,0,1,3b,,,
798.4A,,5,,,,,,,,,,,,,,,,,,,247,1300,a,1,20000,1,0,0,0,4,,,
602.4A,,5,,,,,,,,,,,,,,,,,,,163,1300,a,1,15000,1,0,0,0,4,,,
608.4A,,5,,,,,,,,,,,,,,,,,,,112,1300,a,1,10000,1,0,0,0,5,,,
598.1,,5,,,,,,,,,,,,,,,,,,,11,1300,an,1,9000,1,0,0,1,3b,,,
636.4A,,7,,,,,,,,,,,,,,,,,,,106,1300,a,1,15000,1,0,0,1,2a,,,
666.1,,8,,,,,,,,,,,,,,,,,,,110,1300,an,1,17000,1,0,0,3,3a,,,
684.1,,8,,,,,,,,,,,,,,,,,,,103,1300,ahn,1,15000,1,0,0,0,3b,,,
688.1,,8,,,,,,,,,,,,,,,,,,,112,1300,an,1,11000,1,0,0,0,1,,,
736.4A,,10,,,,,,,,,,,,,,,,,,,109,1300,a,1,12000,1,0,0,0,1,,,
740.2A,,11,,,,,,,,,,,,,,,,,,,115,2000,c,1,14000,1,0,0,1,1,,,
771.2A,,12,,,,,,,,,,,,,,,,,,,111,1300,a,1,12000,1,0,0,0,4,,,
771.2B,,12,,,,,,,,,,,,,,,,,,,107,1300,a,1,10000,1,0,0,0,1,,,
777.4A,,12,,,,,,,,,,,,,,,,,,,116,1300,a,1,10000,1,0,0,0,4,,,
777.4B,,12,,,,,,,,,,,,,,,,,,,174,1300,c,1,15000,1,0,0,0,4,,,
783.4A,,12,,,,,,,,,,,,,,,,,,,100,1300,a,1,13000,1,0,0,0,3a,,,
786.4A,,12,,,,,,,,,,,,,,,,,,,120,1300,a,1,9000,1,0,0,0,2c,,,
772.1,,12,,,,,,,,,,,,,,,,,,,111,1300,an,1,12000,1,0,0,0,2a,,,
798.4A,,13,,,,,,,,,,,,,,,,,,,127,1300,a,1,11000,1,0,0,0,2a,,,
817.4A,,14,,,,,,,,,,,,,,,,,,,103,1300,a,1,13000,1,0,0,0,2a,,,
892.4A,,16,,,,,,,,,,,,,,,,,,,109,1300,a,1,10000,1,0,0,0,3a,,,
892.4B,,16,,,,,,,,,,,,,,,,,,,116,1300,a,1,10000,1,0,0,0,2a,,,
917.4A,,18,,,,,,,,,,,,,,,,,,,104,1300,a,1,10000,1,0,0,0,1,,,
945.2A,,18,,,,,,,,,,,,,,,,,,,139,1300,a,1,12000,1,0,0,0,5,,,
950.4A,,18,,,,,,,,,,,,,,,,,,,118,1300,c,1,12000,1,0,0,0,4,,,
050.4B,,18,,,,,,,,,,,,,,,,,,,118,1300,c,1,10000,1,0,0,0,4,,,
933.1,,18,,,,,,,,,,,,,,,,,,,105,1300,an,1,15000,1,0,0,0,2c,,,
937.4A,,19,,,,,,,,,,,,,,,,,,,107,1300,c,1,10000,1,0,0,0,1,,,
940.4A,,19,,,,,,,,,,,,,,,,,,,118,1300,ah,1,15000,1,0,0,2,2c,,,
929.1,,19,,,,,,,,,,,,,,,,,,,101,1300,a,1,12000,1,0,0,0,2c,,,
962.4A,,20,,,,,,,,,,,,,,,,,,,110,1300,m,1,17000,1,0,0,1,2c,,,
962.4B,,20,,,,,,,,,,,,,,,,,,,103,1300,a,1,13000,1,0,0,0,2c,,,
975.1,,20,,,,,,,,,,,,,,,,,,,102,1300,an,1,10000,1,0,0,0,1,,,
11.2A,,22,,,,,,,,,,,,,,,,,,,132,1800,a,1,14000,1,0,0,0,3a,,,
27.4A,,23,,,,,,,,,,,,,,,,,,,104,1300,c,1,12000,1,0,0,0,3b,,,
19.1,,23,,,,,,,,,,,,,,,,,,,105,1300,cmn,1,14000,1,0,0,1,2c,,,
56.A,,25,,,,,,,,,,,,,,,,,,,158,1300,a,1,13000,1,0,0,0,2c,,,
