"","Tag.No","Old.No","T1","T2","X","Y","Family","genus","species","Old.Tree.Notes","D..2013.1","POM..2013.1","F1..2013.1","F2..2013.1","Height..2013.1","F5..2013.1","F3..2013.1","F4..2013.1","LI..2013.1","CI..2013.1","Census.Notes..2013.1","D..2014.2","POM..2014.2","F1","F2","Height..2014.2","F5","F3","F4","LI..2014.2","CI..2014.2","Tree.ID","D..2015.1","POM..2015.1","F1.1","F2.1","Height..2015.1","F5.1","F3.1","F4.1","LI..2015.1","CI..2015.1","Census.Notes","Tree.ID.1","New.Tag.No","wdensity","height","density","tag","plot","DBH.1","DBH.2","DBH.3","dbh_growth_yr","recruits","srink","missing","overgrown","value_replaced"
"450",448,NA,13,447,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,368,1300,"a",1,10,4,0,0,0,1,NA,394,1300,"ch","1",NA,NA,0,0,NA,NA,1105830,381,1300,"ch","1",15000,NA,0,0,2,"4",NA,1105830,NA,0.574563977,12.5,0.574563977,"448","ACJ-01",36.8,39.4,38.1,2.2757793764988,"ok","ok","ok","ok",NA
"451",449,NA,13,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,117,1300,"a",1,6,4,0,0,0,1,NA,115,1300,"a","1",NA,NA,0,0,NA,NA,1105831,115,1300,"a","1",6000,NA,0,0,0,"3a",NA,1105831,NA,0.599808019773585,6,0.599808019773585,"449","ACJ-01",11.7,11.5,11.5,-0.175059952038369,"ok","ok","ok","ok",NA
"452",450,NA,13,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,124,1300,"a",1,8,4,0,0,0,1,NA,132,1300,"c","1",NA,NA,0,0,NA,NA,1105832,125,1300,"c","1",7000,NA,0,0,0,"3a",NA,1105832,NA,0.574563977,7.5,0.574563977,"450","ACJ-01",12.4,13.2,12.5,0.700239808153476,"ok","ok","ok","ok",NA
"453",451,NA,13,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,111,1300,"a",1,6,4,0,0,0,1,NA,108,1300,"a","1",NA,NA,0,0,NA,NA,1105833,0,1300,"bps","1",0,NA,0,0,NA,NA,NA,1105833,NA,0.574563977,3,0.574563977,"451","ACJ-01",11.1,10.8,10.8,-0.262589928057553,"ok","shrunk.dbh.3","ok","ok",NA
"454",452,NA,13,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,237,1300,"a",1,10,4,0,0,0,1,NA,244,1300,"c","1",NA,NA,0,0,NA,NA,1105834,249,1300,"c","1",12000,NA,0,0,0,"2b",NA,1105834,NA,0.599808019773585,11,0.599808019773585,"452","ACJ-01",23.7,24.4,24.9,0.612709832134292,"ok","ok","ok","ok",NA
"455",453,NA,13,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,259,1300,"a",1,15,4,0,0,0,1,NA,361,1300,"a","1",NA,NA,0,0,NA,NA,1105835,361,1300,"a","1",12000,NA,0,0,1,"4",NA,1105835,NA,0.574563977,13.5,0.574563977,"453","ACJ-01",25.9,31.6123287671233,36.1,8.92805755395684,"ok","ok","ok",">2cm growth per yr dbh.2",36.1
"456",454,NA,13,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,201,1300,"a",1,12,4,0,0,0,1,NA,206,1300,"c","1",NA,NA,0,0,NA,NA,1105836,206,1300,"c","1",10000,NA,0,0,1,"3b",NA,1105836,NA,0.540014577613546,11,0.540014577613546,"454","ACJ-01",20.1,20.6,20.6,0.437649880095923,"ok","ok","ok","ok",NA
"457",455,NA,13,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,141,1300,"a",1,6,4,0,0,0,1,NA,145,1300,"c","1",NA,NA,0,0,NA,NA,1105837,154,1300,"c","1",10000,NA,0,0,0,"2a",NA,1105837,NA,0.599808019773585,8,0.599808019773585,"455","ACJ-01",14.1,14.5,15.4,0.350119904076739,"ok","ok","ok","ok",NA
"458",456,NA,13,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,379,1300,"a",1,12,4,0,0,0,1,NA,385,1300,"c","1",NA,NA,0,0,NA,NA,1105838,385,1300,"c","1",10000,NA,0,0,2,"4",NA,1105838,NA,0.574563977,11,0.574563977,"456","ACJ-01",37.9,38.5,38.5,0.525179856115109,"ok","ok","ok","ok",NA
"459",457,NA,13,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,277,1300,"a",1,13,4,0,0,0,1,NA,286,1300,"a","1",NA,NA,0,0,NA,NA,1105839,283,1300,"c","1",11000,NA,0,0,2,"4",NA,1105839,NA,0.574563977,12,0.574563977,"457","ACJ-01",27.7,28.6,28.3,0.787769784172664,"ok","ok","ok","ok",NA
"460",458,NA,13,NA,NA,NA,"Melastomataceae","Miconia","alpina",NA,393,1300,"a",1,9,4,0,0,0,1,NA,398,1300,"c","1",NA,NA,0,0,NA,NA,1105840,398,1300,"c","1",9000,NA,0,0,0,"3b",NA,1105840,NA,0.599808019773585,9,0.599808019773585,"458","ACJ-01",39.3,39.8,39.8,0.437649880095923,"ok","ok","ok","ok",NA
"461",459,NA,14,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,113,1300,"a",1,5,4,0,0,0,1,NA,117,1300,"c","1",NA,NA,0,0,NA,NA,1105841,140,1300,"c","1",6000,NA,0,0,0,"3a",NA,1105841,NA,0.430781927700787,5.5,0.430781927700787,"459","ACJ-01",11.3,11.7,14,0.350119904076737,"ok","ok","ok","ok",NA
"462",460,NA,14,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,198,1300,"a",1,9,4,0,0,0,1,NA,208,1300,"a","1",NA,NA,0,0,NA,NA,1105842,213,1300,"a","1",10000,NA,0,0,0,"4",NA,1105842,NA,0.540014577613546,9.5,0.540014577613546,"460","ACJ-01",19.8,20.8,21.3,0.875299760191846,"ok","ok","ok","ok",NA
"463",461,NA,14,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,142,1300,"a",1,9,4,0,0,0,1,NA,142,1300,"a","1",NA,NA,0,0,NA,NA,1105843,146,1300,"a","1",12000,NA,0,0,0,"4",NA,1105843,NA,0.574563977,10.5,0.574563977,"461","ACJ-01",14.2,14.2,14.6,0,"ok","ok","ok","ok",NA
"464",462,NA,14,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,380,1300,"a",1,9,4,0,0,0,1,NA,0,1300,"0","kru",NA,NA,0,0,NA,NA,1105844,0,1300,"0","kr",0,NA,0,0,NA,NA,NA,1105844,NA,0.639235706846016,4.5,0.639235706846016,"462","ACJ-01",38,38,38,-33.2613908872902,"ok","shrunk.dbh.3","ok","ok",NA
"465",463,NA,14,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,325,1300,"a",1,10,4,0,0,0,1,NA,0,1300,"0","kru",NA,NA,0,0,NA,NA,1105845,0,1300,"0","kr",0,NA,0,0,NA,NA,NA,1105845,NA,0.540014577613546,5,0.540014577613546,"463","ACJ-01",32.5,32.5,32.5,-28.447242206235,"ok","shrunk.dbh.3","ok","ok",NA
"466",464,NA,14,NA,NA,NA,"Symplocaceae","Symplocos","baehnii",NA,166,1300,"a",1,8,4,0,0,0,1,NA,165,1300,"c","1",NA,NA,0,0,NA,NA,1105846,165,1300,"c","1",11000,NA,0,0,1,"2a",NA,1105846,NA,0.574563977,9.5,0.574563977,"464","ACJ-01",16.6,16.5,16.5,-0.0875299760191859,"ok","ok","ok","ok",NA
"467",465,NA,14,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,230,1300,"a",1,9,4,0,0,0,1,NA,233,1300,"c","1",NA,NA,0,0,NA,NA,1105847,230,1300,"c","1",12000,NA,0,0,2,"3b",NA,1105847,NA,0.540014577613546,10.5,0.540014577613546,"465","ACJ-01",23,23.3,23,0.262589928057555,"ok","ok","ok","ok",NA
"468",466,NA,14,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,212,1300,"a",1,9,4,0,0,0,1,NA,222,1300,"a","1",NA,NA,0,0,NA,NA,1105848,220,1300,"c","1",12000,NA,0,0,1,"2b",NA,1105848,NA,0.599808019773585,10.5,0.599808019773585,"466","ACJ-01",21.2,22.2,22,0.875299760191846,"ok","ok","ok","ok",NA
"469",467,NA,14,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,110,1300,"a",1,6,4,0,0,0,1,NA,112,1300,"a","1",NA,NA,0,0,NA,NA,1105849,113,1300,"cis","1",9000,NA,0,0,0,"2a",NA,1105849,NA,0.599808019773585,7.5,0.599808019773585,"467","ACJ-01",11,11.2,11.3,0.175059952038369,"ok","ok","ok","ok",NA
"470",468,NA,14,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,192,1300,"a",1,7,4,0,0,0,1,NA,190,1300,"a","1",NA,NA,0,0,NA,NA,1105850,200,1300,"c","1",8000,NA,0,0,2,"3b",NA,1105850,NA,0.599808019773585,7.5,0.599808019773585,"468","ACJ-01",19.2,19,20,-0.175059952038369,"ok","ok","ok","ok",NA
"471",469,NA,14,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,295,1300,"a",1,9,4,0,0,0,1,NA,288,1300,"ah","1",NA,NA,0,0,NA,NA,1105851,286,1300,"ah","1",12000,NA,0,0,0,"1",NA,1105851,NA,0.639235706846016,10.5,0.639235706846016,"469","ACJ-01",29.5,28.8,28.6,-0.612709832134292,"ok","ok","ok","ok",NA
"472",470,NA,14,469,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,199,1300,"a",1,9,4,0,0,0,1,NA,202,1300,"ah","1",NA,NA,0,0,NA,NA,1105852,201,1300,"ah","1",12000,NA,0,0,0,"2c",NA,1105852,NA,0.639235706846016,10.5,0.639235706846016,"470","ACJ-01",19.9,20.2,20.1,0.262589928057555,"ok","ok","ok","ok",NA
"473",471,NA,14,469,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,251,1300,"a",1,9,4,0,0,0,1,NA,255,1300,"ah","1",NA,NA,0,0,NA,NA,1105853,251,1300,"ah","1",8000,NA,0,0,0,"2b",NA,1105853,NA,0.639235706846016,8.5,0.639235706846016,"471","ACJ-01",25.1,25.5,25.1,0.350119904076737,"ok","ok","ok","ok",NA
"474",472,NA,14,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,125,1300,"a",1,9,4,0,0,0,1,NA,128,1300,"c","1",NA,NA,0,0,NA,NA,1105854,129,1300,"c","1",7000,NA,0,0,2,"2c",NA,1105854,NA,0.574563977,8,0.574563977,"472","ACJ-01",12.5,12.8,12.9,0.262589928057555,"ok","ok","ok","ok",NA
"475",473,NA,14,NA,NA,NA,"Melastomataceae","Miconia","indet",NA,142,1300,"a",1,8,4,0,0,0,1,NA,140,1300,"ah","1",NA,NA,0,0,NA,NA,1105855,140,1300,"ch","1",7000,NA,0,0,0,"2c",NA,1105855,NA,0.599808019773585,7.5,0.599808019773585,"473","ACJ-01",14.2,14,14,-0.175059952038369,"ok","ok","ok","ok",NA
"476",474,NA,14,473,NA,NA,"Melastomataceae","Miconia","indet",NA,100,1300,"a",1,7,4,0,0,0,1,NA,102,1300,"ah","1",NA,NA,0,0,NA,NA,1105856,103,1300,"ah","1",5500,NA,0,0,1,"3b",NA,1105856,NA,0.599808019773585,6.25,0.599808019773585,"474","ACJ-01",10,10.2,10.3,0.175059952038369,"ok","ok","ok","ok",NA
"477",475,NA,14,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,194,1300,"a",1,6,4,0,0,0,1,NA,208,1300,"c","1",NA,NA,0,0,NA,NA,1105857,213,1300,"c","1",9000,NA,0,0,2,"3a",NA,1105857,NA,0.540014577613546,7.5,0.540014577613546,"475","ACJ-01",19.4,20.8,21.3,1.22541966426859,"ok","ok","ok","ok",NA
"478",476,NA,14,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,240,1300,"a",1,8,4,0,0,0,1,NA,244,1300,"a","1",NA,NA,0,0,NA,NA,1105858,249,1300,"a","1",11000,NA,0,0,1,"3b",NA,1105858,NA,0.574563977,9.5,0.574563977,"476","ACJ-01",24,24.4,24.9,0.350119904076737,"ok","ok","ok","ok",NA
"479",477,NA,14,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,337,1300,"a",1,8,4,0,0,0,1,NA,345,1300,"a","1",NA,NA,0,0,NA,NA,1105859,349,1300,"a","1",11000,NA,0,0,1,"3c",NA,1105859,NA,0.639235706846016,9.5,0.639235706846016,"477","ACJ-01",33.7,34.5,34.9,0.700239808153475,"ok","ok","ok","ok",NA
"480",478,NA,15,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,335,1300,"a",1,9,4,0,0,0,1,NA,335,1300,"a","1",NA,NA,0,0,NA,NA,1105860,340,1300,"m","1",10000,NA,0,0,2,"3b",NA,1105860,NA,0.639235706846016,9.5,0.639235706846016,"478","ACJ-01",33.5,33.5,34,0,"ok","ok","ok","ok",NA
"481",479,NA,15,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,156,1300,"a",1,8,4,0,0,0,1,NA,157,1300,"a","1",NA,NA,0,0,NA,NA,1105861,158,1300,"a","1",10000,NA,0,0,0,"4",NA,1105861,NA,0.574563977,9,0.574563977,"479","ACJ-01",15.6,15.7,15.8,0.0875299760191843,"ok","ok","ok","ok",NA
"482",480,NA,15,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,575,1300,"a",1,13,4,0,0,0,1,NA,570,1300,"a","1",NA,NA,0,0,NA,NA,1105862,574,1300,"c","1",12000,NA,0,0,0,"4",NA,1105862,NA,0.540014577613546,12.5,0.540014577613546,"480","ACJ-01",57.5,57,57.4,-0.437649880095923,"ok","ok","ok","ok",NA
"483",481,NA,15,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,263,1300,"a",1,8,4,0,0,0,1,NA,265,1300,"ah","1",NA,NA,0,0,NA,NA,1105863,265,1300,"ch","1",9000,NA,0,0,0,"3a",NA,1105863,NA,0.599808019773585,8.5,0.599808019773585,"481","ACJ-01",26.3,26.5,26.5,0.175059952038369,"ok","ok","ok","ok",NA
"484",482,NA,15,481,NA,NA,"Melastomataceae","Miconia","setulosa",NA,298,1300,"a",1,8,4,0,0,0,1,NA,305,1300,"ch","1",NA,NA,0,0,NA,NA,1105864,305,1300,"ch","1",8000,NA,0,0,0,"2c",NA,1105864,NA,0.599808019773585,8,0.599808019773585,"482","ACJ-01",29.8,30.5,30.5,0.612709832134292,"ok","ok","ok","ok",NA
"485",483,NA,15,481,NA,NA,"Melastomataceae","Miconia","setulosa",NA,285,1300,"a",1,8,4,0,0,0,1,NA,190,1300,"ch","1",NA,NA,0,0,NA,NA,1105865,290,1300,"c","1",9000,NA,0,0,0,"2c",NA,1105865,NA,0.599808019773585,8.5,0.599808019773585,"483","ACJ-01",28.5,28.5,29,-8.31534772182254,"ok","shrunk.dbh.2","ok","ok",NA
"486",484,NA,15,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,127,1300,"a",1,5,4,0,0,0,1,NA,128,1300,"c","1",NA,NA,0,0,NA,NA,1105866,128,1300,"c","1",6000,NA,0,0,1,"0",NA,1105866,NA,0.599808019773585,5.5,0.599808019773585,"484","ACJ-01",12.7,12.8,12.8,0.0875299760191859,"ok","ok","ok","ok",NA
"487",485,NA,15,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,347,1300,"a",1,10,4,0,0,0,1,NA,358,1300,"c","1",NA,NA,0,0,NA,NA,1105867,351,1300,"c","1",13000,NA,0,0,0,"2c",NA,1105867,NA,0.540014577613546,11.5,0.540014577613546,"485","ACJ-01",34.7,35.8,35.1,0.962829736211026,"ok","ok","ok","ok",NA
"488",486,NA,15,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,141,1300,"a",1,7,4,0,0,0,1,NA,144,1300,"a","1",NA,NA,0,0,NA,NA,1105868,146,1300,"cm","1",8000,NA,0,0,3,"3a",NA,1105868,NA,0.574563977,7.5,0.574563977,"486","ACJ-01",14.1,14.4,14.6,0.262589928057555,"ok","ok","ok","ok",NA
"489",487,NA,15,NA,NA,NA,"Chloranthaceae","Hedyosmum","indet",NA,149,1300,"a",1,6,4,0,0,0,1,NA,154,1300,"c","1",NA,NA,0,0,NA,NA,1105869,157,1300,"c","1",8000,NA,0,0,0,"1",NA,1105869,NA,0.430781927700787,7,0.430781927700787,"487","ACJ-01",14.9,15.4,15.7,0.437649880095923,"ok","ok","ok","ok",NA
"490",488,NA,15,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,323,1300,"a",1,13,4,0,0,0,1,NA,331,1300,"a","1",NA,NA,0,0,NA,NA,1105870,333,1300,"c","1",10000,NA,0,0,1,"3b",NA,1105870,NA,0.540014577613546,11.5,0.540014577613546,"488","ACJ-01",32.3,33.1,33.3,0.700239808153481,"ok","ok","ok","ok",NA
"491",489,NA,15,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,235,1300,"a",1,12.5,4,0,0,0,1,NA,236,1300,"a","1",NA,NA,0,0,NA,NA,1105871,238,1300,"c","1",10000,NA,0,0,0,"4",NA,1105871,NA,0.540014577613546,11.25,0.540014577613546,"489","ACJ-01",23.5,23.6,23.8,0.0875299760191859,"ok","ok","ok","ok",NA
"492",490,NA,15,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,245,1300,"a",1,13,4,0,0,0,1,NA,248,1300,"a","1",NA,NA,0,0,NA,NA,1105872,251,1300,"a","1",12000,NA,0,0,0,"3b",NA,1105872,NA,0.639235706846016,12.5,0.639235706846016,"490","ACJ-01",24.5,24.8,25.1,0.262589928057555,"ok","ok","ok","ok",NA
"493",491,NA,15,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,271,1300,"a",1,10,4,0,0,0,1,NA,277,1300,"a","1",NA,NA,0,0,NA,NA,1105873,279,1300,"cm","1",10000,NA,0,0,2,"3b",NA,1105873,NA,0.540014577613546,10,0.540014577613546,"491","ACJ-01",27.1,27.7,27.9,0.525179856115106,"ok","ok","ok","ok",NA
"494",492,NA,15,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,225,1300,"a",1,10,4,0,0,0,1,NA,229,1300,"a","1",NA,NA,0,0,NA,NA,1105874,226,1300,"a","1",12000,NA,0,0,0,"4",NA,1105874,NA,0.540014577613546,11,0.540014577613546,"492","ACJ-01",22.5,22.9,22.6,0.350119904076737,"ok","ok","ok","ok",NA
"495",493,NA,15,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,464,1300,"a",1,10,4,0,0,0,1,NA,488,1300,"c","1",NA,NA,0,0,NA,NA,1105875,472,1300,"cm","1",11000,NA,0,0,2,"3b",NA,1105875,NA,0.639235706846016,10.5,0.639235706846016,"493","ACJ-01",46.4,48.8,47.2,2.10071942446043,"ok","ok","ok","ok",NA
"496",494,NA,15,NA,NA,NA,"Symplocaceae","Symplocos","psiloclada",NA,157,1300,"a",1,7,4,0,0,0,1,NA,170,1300,"c","1",NA,NA,0,0,NA,NA,1105876,157,1300,"d","1",8000,NA,0,0,1,"2a",NA,1105876,NA,0.574563977,7.5,0.574563977,"494","ACJ-01",15.7,17,15.7,1.1378896882494,"ok","ok","ok","ok",NA
"497",495,NA,15,NA,NA,NA,"Melastomataceae","Miconia","setulosa",NA,241,1300,"a",1,6,4,0,0,0,1,NA,250,1300,"ah","1",NA,NA,0,0,NA,NA,1105877,255,1300,"ah","1",9000,NA,0,0,0,"3a",NA,1105877,NA,0.599808019773585,7.5,0.599808019773585,"495","ACJ-01",24.1,25,25.5,0.787769784172661,"ok","ok","ok","ok",NA
"498",496,NA,15,495,NA,NA,"Melastomataceae","Miconia","setulosa",NA,187,1300,"a",1,6,4,0,0,0,1,NA,193,1300,"ah","1",NA,NA,0,0,NA,NA,1105878,194,1300,"bh","1",8000,NA,0,0,1,"2b","b=4000",1105878,NA,0.599808019773585,7,0.599808019773585,"496","ACJ-01",18.7,19.3,19.4,0.525179856115109,"ok","ok","ok","ok",NA
"499",497,NA,15,495,NA,NA,"Melastomataceae","Miconia","setulosa",NA,189,1300,"a",1,7,4,0,0,0,1,NA,165,1300,"ch","1",NA,NA,0,0,NA,NA,1105879,193,1300,"cgfh","1",8000,NA,0,0,1,"2a",NA,1105879,NA,0.599808019773585,7.5,0.599808019773585,"497","ACJ-01",18.9,18.9,19.3,-2.10071942446043,"ok","shrunk.dbh.2","ok","ok",NA
"500",498,NA,15,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,268,1300,"a",1,12,4,0,0,0,1,NA,274,1300,"a","1",NA,NA,0,0,NA,NA,1105880,275,1300,"a","1",11000,NA,0,0,1,"3b",NA,1105880,NA,0.540014577613546,11.5,0.540014577613546,"498","ACJ-01",26.8,27.4,27.5,0.525179856115106,"ok","ok","ok","ok",NA
"501",499,NA,15,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,200,1300,"a",1,8,4,0,0,0,1,NA,200,1300,"c","1",NA,NA,0,0,NA,NA,1105881,209,1300,"d","1",9000,NA,0,0,1,"2b",NA,1105881,NA,0.639235706846016,8.5,0.639235706846016,"499","ACJ-01",20,20,20.9,0,"ok","ok","ok","ok",NA
"502",500,NA,15,NA,NA,NA,"Primulaceae","Myrsine","dependens",NA,223,1300,"a",1,8,4,0,0,0,1,NA,225,1300,"c","1",NA,NA,0,0,NA,NA,1105882,225,1300,"cm","1",7000,NA,0,0,1,"3a",NA,1105882,NA,0.733252036330909,7.5,0.733252036330909,"500","ACJ-01",22.3,22.5,22.5,0.175059952038369,"ok","ok","ok","ok",NA
"503",501,NA,15,NA,NA,NA,"Symplocaceae","Symplocos","psiloclada",NA,113,1300,"a",1,5,4,0,0,0,1,NA,117,1300,"c","1",NA,NA,0,0,NA,NA,1105883,113,1300,"bc","1",4000,NA,0,0,0,"2a","b=4000",1105883,NA,0.574563977,4.5,0.574563977,"501","ACJ-01",11.3,11.7,11.3,0.350119904076737,"ok","ok","ok","ok",NA
"504",502,NA,15,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,116,1300,"a",1,6,4,0,0,0,1,NA,118,1300,"a","1",NA,NA,0,0,NA,NA,1105884,118,1300,"c","1",6000,NA,0,0,0,"1",NA,1105884,NA,0.540014577613546,6,0.540014577613546,"502","ACJ-01",11.6,11.8,11.8,0.17505995203837,"ok","ok","ok","ok",NA
"505",502.1,NA,15,NA,NA,NA,"Indet","Indet","indet","Recluta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,1300,"an","1",NA,NA,0,0,NA,NA,1128753,135,1300,"c","1",6000,NA,0,0,0,"1",NA,1128753,NA,0.593842984333333,6,0.593842984333333,"502.1","ACJ-01",NA,NA,NA,NA,"recruit","ok","ok","ok",NA
"506",503,NA,15,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,160,1300,"a",1,8,4,0,0,0,1,NA,164,1300,"a","1",NA,NA,0,0,NA,NA,1105885,165,1300,"a","1",9000,NA,0,0,0,"2c",NA,1105885,NA,0.540014577613546,8.5,0.540014577613546,"503","ACJ-01",16,16.4,16.5,0.350119904076737,"ok","ok","ok","ok",NA
"507",504,NA,15,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,497,1300,"a",1,13,4,0,0,0,1,NA,500,1300,"a","1",NA,NA,0,0,NA,NA,1105886,504,1300,"a","1",12000,NA,0,0,0,"4",NA,1105886,NA,0.639235706846016,12.5,0.639235706846016,"504","ACJ-01",49.7,50,50.4,0.262589928057551,"ok","ok","ok","ok",NA
"508",505,NA,15,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,286,1300,"a",1,11,4,0,0,0,1,NA,296,1300,"ah","1",NA,NA,0,0,NA,NA,1105887,301,1300,"ah","1",11000,NA,0,0,0,"4",NA,1105887,NA,0.540014577613546,11,0.540014577613546,"505","ACJ-01",28.6,29.6,30.1,0.875299760191846,"ok","ok","ok","ok",NA
"509",506,NA,15,505,NA,NA,"Clethraceae","Clethra","cuneata",NA,212,1300,"a",1,10,4,0,0,0,1,NA,215,1300,"ah","1",NA,NA,0,0,NA,NA,1105888,217,1300,"ah","1",10000,NA,0,0,0,"4",NA,1105888,NA,0.540014577613546,10,0.540014577613546,"506","ACJ-01",21.2,21.5,21.7,0.262589928057555,"ok","ok","ok","ok",NA
"510",507,NA,15,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,100,1300,"a",1,9,4,0,0,0,1,NA,102,1300,"a","1",NA,NA,0,0,NA,NA,1105889,102,1300,"a","1",10000,NA,0,0,0,"2c",NA,1105889,NA,0.540014577613546,9.5,0.540014577613546,"507","ACJ-01",10,10.2,10.2,0.175059952038369,"ok","ok","ok","ok",NA
"511",508,NA,15,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,254,1300,"a",1,10,4,0,0,0,1,NA,250,1300,"ah","1",NA,NA,0,0,NA,NA,1105890,252,1300,"ah","1",12000,NA,0,0,0,"4",NA,1105890,NA,0.639235706846016,11,0.639235706846016,"508","ACJ-01",25.4,25,25.2,-0.350119904076737,"ok","ok","ok","ok",NA
"512",509,NA,15,508,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,220,1300,"a",1,12,4,0,0,0,1,NA,220,1300,"ah","1",NA,NA,0,0,NA,NA,1105891,220,1300,"a","1",11000,NA,0,0,0,"3b",NA,1105891,NA,0.639235706846016,11.5,0.639235706846016,"509","ACJ-01",22,22,22,0,"ok","ok","ok","ok",NA
"513",509.1,NA,15,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,1300,"b","1",5000,NA,0,0,0,"2b","b=4",NA,NA,0.639235706846016,5,0.639235706846016,"509.1","ACJ-01",NA,NA,NA,NA,"recruit","ok","ok","ok",NA
"514",510,NA,16,NA,NA,NA,"Cunoniaceae","Weinmannia","fagaroides",NA,361,1300,"a",1,15,4,0,0,0,1,NA,349,1300,"a","1",NA,NA,0,0,NA,NA,1105892,351,1300,"a","1",12000,NA,0,0,0,"3b",NA,1105892,NA,0.639235706846016,13.5,0.639235706846016,"510","ACJ-01",36.1,34.9,35.1,-1.05035971223022,"ok","ok","ok","ok",NA
"515",511,NA,16,NA,NA,NA,"Clethraceae","Clethra","cuneata",NA,266,1300,"a",1,15,4,0,0,0,1,NA,272,1300,"a","1",NA,NA,0,0,NA,NA,1105893,271,1300,"a","1",7000,NA,0,0,0,"1",NA,1105893,NA,0.540014577613546,11,0.540014577613546,"511","ACJ-01",26.6,27.2,27.1,0.525179856115106,"ok","ok","ok","ok",NA
"516",512,NA,16,NA,NA,NA,"Symplocaceae","Symplocos","quitensis",NA,177,1300,"a",1,12,4,0,0,0,1,NA,186,1300,"a","1",NA,NA,0,0,NA,NA,1105894,182,1300,"a","1",10000,NA,0,0,0,"2b",NA,1105894,NA,0.574563977,11,0.574563977,"512","ACJ-01",17.7,18.6,18.2,0.787769784172664,"ok","ok","ok","ok",NA
"517",513,NA,16,NA,NA,NA,"Asteraceae","Gynoxys","nitida",NA,236,1300,"a",1,12,4,0,0,0,1,NA,242,1300,"c","1",NA,NA,0,0,NA,NA,1105895,242,1300,"c","1",12000,NA,0,0,0,"3a",NA,1105895,NA,0.622639616,12,0.622639616,"513","ACJ-01",23.6,24.2,24.2,0.525179856115106,"ok","ok","ok","ok",NA
"518",514,NA,16,NA,NA,NA,"Symplocaceae","Symplocos","psiloclada",NA,100,1300,"a",1,7,4,0,0,0,1,NA,102,1300,"c","1",NA,NA,0,0,NA,NA,1105896,102,1300,"a","1",10000,NA,0,0,0,"2b",NA,1105896,NA,0.574563977,8.5,0.574563977,"514","ACJ-01",10,10.2,10.2,0.175059952038369,"ok","ok","ok","ok",NA
