Time ,Day,Month,Year,Light,WindSpeed,WindDir,Rainfall,Pressure,Temperature,RH
23:00,29,8,2013,0,0,315,0,743.6899,7.76389,25.02105
23:30,29,8,2013,0,0,315,0,743.6899,7.70833,24.85263
0:00,30,8,2013,0,0,290,0,743.3943,7.63194,24.78947
0:30,30,8,2013,0,0,295,0,743.0987,7.72917,24.5579
1:00,30,8,2013,0,0,310,0,742.8031,7.63889,24.27369
1:30,30,8,2013,-0.21715,0,270,0,742.2119,7.71528,24.53684
2:00,30,8,2013,0,0,310,0,742.2119,7.64583,46.78947
2:30,30,8,2013,0,0,310,0,742.2119,7.69444,46.42105
3:00,30,8,2013,0,0,310,0,742.2119,7.61806,45.16842
3:30,30,8,2013,0,0,310,0,741.9163,7.51389,45.10527
4:00,30,8,2013,0,0,270,0,741.9163,7.46528,45.07368
4:30,30,8,2013,0,0,270,0,742.2119,7.38889,45.33685
5:00,30,8,2013,-0.21715,0,270,0,742.2119,7.38889,45.45263
5:30,30,8,2013,0,0,270,0,742.5075,7.26389,45.26316
6:00,30,8,2013,0.43429,0,270,0,742.8031,7.15278,44.8
6:30,30,8,2013,16.9375,0,275,0,743.6899,7.0625,47.34737
7:00,30,8,2013,13.89743,0,275,0,743.3943,7.74306,48.05264
7:30,30,8,2013,21.28044,0,5,0,743.6899,8.4507,48.27369
8:00,30,8,2013,28.8806,0,30,0,743.6899,9.30496,47.06316
8:30,30,8,2013,234.9535,0,55,0,743.6899,10.56429,44.71579
9:00,30,8,2013,674.0255,0.02667,50,0,742.5075,12.625,47.92632
9:30,30,8,2013,861.858,0.16,70,0,741.9163,14.57576,44.02105
10:00,30,8,2013,871.8467,0.08,20,0,741.6208,15.62791,39.63158
10:30,30,8,2013,1039.05,0.02667,220,0,741.6208,16.63281,38.62106
11:00,30,8,2013,1104.629,0.02667,325,0,741.3252,18.32787,36.01053
11:30,30,8,2013,1108.972,0.16,245,0,741.9163,19.11667,31.06316
12:00,30,8,2013,1099.2,0.24,185,0,742.2119,19.24167,31.02105
12:30,30,8,2013,1088.994,0.08,140,0,742.2119,19.475,31.12632
13:00,30,8,2013,593.2466,0.32,35,0,741.3252,19.78333,28.76842
13:30,30,8,2013,267.0913,0.13333,230,0,741.0296,18.87705,28.09474
14:00,30,8,2013,375.0135,0.08,60,0,741.3252,17.664,35.56842
14:30,30,8,2013,62.75559,0,315,0,741.6208,15.88372,34.67369
15:00,30,8,2013,29.53204,0,110,0,741.9163,13.90298,41.06316
15:30,30,8,2013,23.88621,0,220,0,741.6208,12.90441,40.43158
16:00,30,8,2013,13.89743,0,230,0,741.6208,12.44118,39.7579
16:30,30,8,2013,8.46875,0,240,0,741.6208,11.65693,39.06316
17:00,30,8,2013,5.64583,0,240,0,741.9163,10.92857,40.68421
17:30,30,8,2013,3.25721,0,240,0,742.2119,10.26429,41.9579
18:00,30,8,2013,-0.21715,0,240,0,742.2119,10.04286,44.11579
18:30,30,8,2013,-0.21715,0,240,0,742.2119,10.10714,43.83158
19:00,30,8,2013,0,0,240,0,742.2119,10.16429,44.56842
19:30,30,8,2013,0,0,240,0,742.5075,10.06429,42.69474
20:00,30,8,2013,-0.21715,0,240,0,742.8031,9.93617,41.7579
20:30,30,8,2013,-0.21715,0,240,0,742.8031,9.98582,42.5579
21:00,30,8,2013,-0.21715,0,240,0,743.0987,10.04286,41.92632
21:30,30,8,2013,0,0,240,0,742.8031,9.85106,40.50526
22:00,30,8,2013,-0.21715,0,240,0,742.8031,9.78014,39.65263
22:30,30,8,2013,0,0,240,0,742.8031,9.68085,39.38948
23:00,30,8,2013,0,0,240,0,742.8031,9.53191,40.44211
23:30,30,8,2013,-0.21715,0,245,0,742.5075,9.24823,39.9579
0:00,31,8,2013,-0.21715,0,245,0,742.5075,8.97887,41.69474
0:30,31,8,2013,0,0,250,0,741.9163,8.83099,42.04211
1:00,31,8,2013,0,0,250,0,741.6208,8.70423,42.26316
